Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount,Line_Total
OI0007553,ORD003023,PROD0008,1,29418,15,25005.3
OI0007554,ORD003023,PROD0447,1,29835,20,23868.0
OI0007555,ORD003024,PROD0451,2,31343,15,53283.1
OI0007556,ORD003025,PROD0379,2,12909,20,20654.4
OI0007557,ORD003025,PROD0233,2,18690,10,33642.0
OI0007558,ORD003026,PROD0193,2,44716,10,80488.8
OI0007559,ORD003026,PROD0052,2,29501,5,56051.9
OI0007560,ORD003026,PROD0314,1,41001,5,38950.95
OI0007561,ORD003026,PROD0231,3,27169,0,81507.0
OI0007562,ORD003027,PROD0306,3,29374,20,70497.6
OI0007563,ORD003028,PROD0498,2,49397,0,98794.0
OI0007564,ORD003028,PROD0268,3,7026,10,18970.2
OI0007565,ORD003028,PROD0367,3,20828,15,53111.4
OI0007566,ORD003029,PROD0052,3,20197,20,48472.8
OI0007567,ORD003029,PROD0352,3,21966,10,59308.2
OI0007568,ORD003029,PROD0472,3,9519,20,22845.6
OI0007569,ORD003030,PROD0198,1,35766,10,32189.4
OI0007570,ORD003030,PROD0310,1,37760,15,32096.0
OI0007571,ORD003030,PROD0342,1,46497,5,44172.15
OI0007572,ORD003030,PROD0254,2,48656,5,92446.4
OI0007573,ORD003031,PROD0457,3,36324,10,98074.8
OI0007574,ORD003031,PROD0112,1,21231,10,19107.9
OI0007575,ORD003031,PROD0298,3,48651,5,138655.35
OI0007576,ORD003031,PROD0016,2,46189,5,87759.1
OI0007577,ORD003032,PROD0474,2,39150,20,62640.0
OI0007578,ORD003032,PROD0061,1,29313,10,26381.7
OI0007579,ORD003032,PROD0270,1,14998,15,12748.3
OI0007580,ORD003033,PROD0416,1,20405,5,19384.75
OI0007581,ORD003033,PROD0150,3,11129,15,28378.95
OI0007582,ORD003034,PROD0198,1,22437,5,21315.15
OI0007583,ORD003034,PROD0213,1,9544,10,8589.6
OI0007584,ORD003035,PROD0356,3,41961,10,113294.7
OI0007585,ORD003035,PROD0408,1,8876,10,7988.4
OI0007586,ORD003035,PROD0128,2,9502,0,19004.0
OI0007587,ORD003035,PROD0368,2,46226,5,87829.4
OI0007588,ORD003036,PROD0167,3,24070,10,64989.0
OI0007589,ORD003036,PROD0168,2,15076,15,25629.2
OI0007590,ORD003036,PROD0290,1,38959,15,33115.15
OI0007591,ORD003037,PROD0106,3,27822,0,83466.0
OI0007592,ORD003037,PROD0142,2,47580,5,90402.0
OI0007593,ORD003038,PROD0079,1,2161,20,1728.8
OI0007594,ORD003038,PROD0381,2,3489,15,5931.3
OI0007595,ORD003038,PROD0431,3,13463,10,36350.1
OI0007596,ORD003039,PROD0293,2,47802,0,95604.0
OI0007597,ORD003039,PROD0153,3,22652,20,54364.8
OI0007598,ORD003040,PROD0291,2,25534,15,43407.8
OI0007599,ORD003041,PROD0207,2,44689,5,84909.1
OI0007600,ORD003041,PROD0331,1,10836,10,9752.4
OI0007601,ORD003041,PROD0242,2,580,5,1102.0
OI0007602,ORD003042,PROD0300,3,17914,10,48367.8
OI0007603,ORD003042,PROD0007,2,15063,20,24100.8
OI0007604,ORD003043,PROD0310,1,32419,5,30798.05
OI0007605,ORD003043,PROD0460,3,30954,15,78932.7
OI0007606,ORD003043,PROD0295,3,37011,10,99929.7
OI0007607,ORD003043,PROD0203,2,3465,5,6583.5
OI0007608,ORD003044,PROD0326,1,41604,10,37443.6
OI0007609,ORD003044,PROD0370,3,15003,0,45009.0
OI0007610,ORD003044,PROD0147,1,44046,20,35236.8
OI0007611,ORD003045,PROD0097,2,17336,20,27737.6
OI0007612,ORD003046,PROD0321,1,31868,10,28681.2
OI0007613,ORD003047,PROD0333,2,18547,10,33384.6
OI0007614,ORD003048,PROD0290,3,20590,20,49416.0
OI0007615,ORD003048,PROD0473,1,2058,15,1749.3
OI0007616,ORD003049,PROD0317,1,26588,20,21270.4
OI0007617,ORD003049,PROD0218,1,25315,15,21517.75
OI0007618,ORD003049,PROD0404,2,19529,5,37105.1
OI0007619,ORD003049,PROD0016,3,5575,15,14216.25
OI0007620,ORD003050,PROD0260,1,20987,10,18888.3
OI0007621,ORD003051,PROD0058,2,29189,5,55459.1
OI0007622,ORD003051,PROD0147,1,20930,0,20930.0
OI0007623,ORD003052,PROD0328,1,18228,0,18228.0
OI0007624,ORD003052,PROD0406,3,19091,5,54409.35
OI0007625,ORD003052,PROD0110,1,8849,0,8849.0
OI0007626,ORD003053,PROD0036,3,11561,15,29480.55
OI0007627,ORD003053,PROD0142,2,21679,15,36854.3
OI0007628,ORD003053,PROD0057,2,1498,15,2546.6
OI0007629,ORD003053,PROD0427,1,35143,15,29871.55
OI0007630,ORD003054,PROD0147,1,36966,15,31421.1
OI0007631,ORD003054,PROD0497,2,11996,10,21592.8
OI0007632,ORD003054,PROD0013,1,15823,5,15031.85
OI0007633,ORD003054,PROD0474,1,44356,15,37702.6
OI0007634,ORD003055,PROD0415,1,35347,5,33579.65
OI0007635,ORD003055,PROD0295,3,10688,20,25651.2
OI0007636,ORD003055,PROD0104,1,33602,0,33602.0
OI0007637,ORD003056,PROD0311,1,22148,15,18825.8
OI0007638,ORD003056,PROD0160,1,9881,20,7904.8
OI0007639,ORD003057,PROD0417,3,46299,15,118062.45
OI0007640,ORD003057,PROD0148,1,24461,20,19568.8
OI0007641,ORD003057,PROD0285,3,21476,5,61206.6
OI0007642,ORD003057,PROD0418,2,6962,15,11835.4
OI0007643,ORD003058,PROD0061,1,48179,0,48179.0
OI0007644,ORD003058,PROD0136,1,21278,15,18086.3
OI0007645,ORD003059,PROD0340,3,1426,15,3636.3
OI0007646,ORD003059,PROD0231,1,19639,10,17675.1
OI0007647,ORD003059,PROD0112,2,27220,10,48996.0
OI0007648,ORD003060,PROD0251,1,1249,20,999.2
OI0007649,ORD003060,PROD0233,1,45081,20,36064.8
OI0007650,ORD003060,PROD0284,3,38140,10,102978.0
OI0007651,ORD003060,PROD0468,3,26317,15,67108.35
OI0007652,ORD003061,PROD0263,2,27655,15,47013.5
OI0007653,ORD003061,PROD0006,3,35867,10,96840.9
OI0007654,ORD003061,PROD0067,3,30477,0,91431.0
OI0007655,ORD003062,PROD0220,1,44704,10,40233.6
OI0007656,ORD003063,PROD0185,1,2448,10,2203.2
OI0007657,ORD003064,PROD0385,3,24362,10,65777.4
OI0007658,ORD003064,PROD0163,3,46589,5,132778.65
OI0007659,ORD003065,PROD0272,1,15408,5,14637.6
OI0007660,ORD003066,PROD0240,2,12736,15,21651.2
OI0007661,ORD003066,PROD0290,2,46722,20,74755.2
OI0007662,ORD003066,PROD0229,2,4892,15,8316.4
OI0007663,ORD003066,PROD0169,1,26778,10,24100.2
OI0007664,ORD003067,PROD0323,3,10465,10,28255.5
OI0007665,ORD003067,PROD0290,3,36944,15,94207.2
OI0007666,ORD003067,PROD0390,3,4523,15,11533.65
OI0007667,ORD003067,PROD0445,2,34377,5,65316.3
OI0007668,ORD003068,PROD0106,3,41185,0,123555.0
OI0007669,ORD003068,PROD0296,2,8620,20,13792.0
OI0007670,ORD003069,PROD0166,3,30974,5,88275.9
OI0007671,ORD003069,PROD0357,3,9052,0,27156.0
OI0007672,ORD003069,PROD0052,1,30705,15,26099.25
OI0007673,ORD003070,PROD0278,3,47079,10,127113.3
OI0007674,ORD003070,PROD0142,2,15249,10,27448.2
OI0007675,ORD003071,PROD0189,3,13393,20,32143.2
OI0007676,ORD003071,PROD0101,3,39500,15,100725.0
OI0007677,ORD003071,PROD0102,1,46661,0,46661.0
OI0007678,ORD003071,PROD0427,1,19848,0,19848.0
OI0007679,ORD003072,PROD0313,2,19903,20,31844.8
OI0007680,ORD003072,PROD0147,1,23619,15,20076.15
OI0007681,ORD003073,PROD0110,2,44272,15,75262.4
OI0007682,ORD003074,PROD0208,1,49398,5,46928.1
OI0007683,ORD003074,PROD0205,2,23498,10,42296.4
OI0007684,ORD003074,PROD0422,1,41292,0,41292.0
OI0007685,ORD003074,PROD0054,1,9959,10,8963.1
OI0007686,ORD003075,PROD0268,2,8681,20,13889.6
OI0007687,ORD003075,PROD0046,1,19735,0,19735.0
OI0007688,ORD003075,PROD0330,2,24610,20,39376.0
OI0007689,ORD003075,PROD0075,2,14334,15,24367.8
OI0007690,ORD003076,PROD0159,1,46836,5,44494.2
OI0007691,ORD003076,PROD0483,2,27623,10,49721.4
OI0007692,ORD003076,PROD0453,3,21924,5,62483.4
OI0007693,ORD003076,PROD0328,2,29721,0,59442.0
OI0007694,ORD003077,PROD0067,3,26846,10,72484.2
OI0007695,ORD003077,PROD0368,2,36993,15,62888.1
OI0007696,ORD003077,PROD0428,3,39445,5,112418.25
OI0007697,ORD003077,PROD0008,3,14070,5,40099.5
OI0007698,ORD003078,PROD0197,3,39045,20,93708.0
OI0007699,ORD003078,PROD0233,1,15979,5,15180.05
OI0007700,ORD003079,PROD0184,1,19672,5,18688.4
OI0007701,ORD003079,PROD0184,1,41438,10,37294.2
OI0007702,ORD003079,PROD0439,3,32332,0,96996.0
OI0007703,ORD003080,PROD0264,2,14978,15,25462.6
OI0007704,ORD003080,PROD0385,1,1446,5,1373.7
OI0007705,ORD003081,PROD0235,2,5622,15,9557.4
OI0007706,ORD003081,PROD0161,3,39458,10,106536.6
OI0007707,ORD003081,PROD0088,3,34988,5,99715.8
OI0007708,ORD003081,PROD0189,1,43275,15,36783.75
OI0007709,ORD003082,PROD0289,3,26329,15,67138.95
OI0007710,ORD003082,PROD0358,3,32123,0,96369.0
OI0007711,ORD003083,PROD0174,1,13069,5,12415.55
OI0007712,ORD003083,PROD0364,2,9988,5,18977.2
OI0007713,ORD003083,PROD0125,2,39984,15,67972.8
OI0007714,ORD003083,PROD0046,2,38543,20,61668.8
OI0007715,ORD003084,PROD0406,1,48980,15,41633.0
OI0007716,ORD003084,PROD0232,2,29103,0,58206.0
OI0007717,ORD003084,PROD0046,1,20433,20,16346.4
OI0007718,ORD003084,PROD0159,3,26391,15,67297.05
OI0007719,ORD003085,PROD0463,1,4782,20,3825.6
OI0007720,ORD003086,PROD0215,2,28914,20,46262.4
OI0007721,ORD003087,PROD0050,3,27902,10,75335.4
OI0007722,ORD003087,PROD0104,3,25728,20,61747.2
OI0007723,ORD003087,PROD0008,1,33555,5,31877.25
OI0007724,ORD003087,PROD0310,3,49441,0,148323.0
OI0007725,ORD003088,PROD0206,2,38074,0,76148.0
OI0007726,ORD003088,PROD0087,3,22653,15,57765.15
OI0007727,ORD003089,PROD0450,3,17801,20,42722.4
OI0007728,ORD003089,PROD0439,3,15219,5,43374.15
OI0007729,ORD003089,PROD0102,2,39013,5,74124.7
OI0007730,ORD003090,PROD0278,3,1233,15,3144.15
OI0007731,ORD003090,PROD0265,2,47804,10,86047.2
OI0007732,ORD003090,PROD0128,1,30092,10,27082.8
OI0007733,ORD003091,PROD0068,1,16149,5,15341.55
OI0007734,ORD003091,PROD0117,2,8422,15,14317.4
OI0007735,ORD003091,PROD0188,2,12130,10,21834.0
OI0007736,ORD003091,PROD0186,1,16333,10,14699.7
OI0007737,ORD003092,PROD0208,1,49568,5,47089.6
OI0007738,ORD003093,PROD0132,2,21500,20,34400.0
OI0007739,ORD003093,PROD0238,3,22529,0,67587.0
OI0007740,ORD003093,PROD0380,2,42873,15,72884.1
OI0007741,ORD003094,PROD0429,2,37552,20,60083.2
OI0007742,ORD003094,PROD0193,2,28101,15,47771.7
OI0007743,ORD003094,PROD0157,1,23354,0,23354.0
OI0007744,ORD003094,PROD0001,1,44050,10,39645.0
OI0007745,ORD003095,PROD0060,1,46434,5,44112.3
OI0007746,ORD003095,PROD0095,3,39448,20,94675.2
OI0007747,ORD003095,PROD0109,2,36357,20,58171.2
OI0007748,ORD003095,PROD0409,3,46411,20,111386.4
OI0007749,ORD003096,PROD0101,2,18508,5,35165.2
OI0007750,ORD003096,PROD0235,3,14201,5,40472.85
OI0007751,ORD003096,PROD0080,1,5487,15,4663.95
OI0007752,ORD003096,PROD0440,1,35197,0,35197.0
OI0007753,ORD003097,PROD0313,2,23447,0,46894.0
OI0007754,ORD003097,PROD0015,2,41648,5,79131.2
OI0007755,ORD003098,PROD0005,3,34669,10,93606.3
OI0007756,ORD003099,PROD0280,1,29049,5,27596.55
OI0007757,ORD003100,PROD0442,3,35001,20,84002.4
OI0007758,ORD003100,PROD0483,3,35717,15,91078.35
OI0007759,ORD003100,PROD0400,2,25995,5,49390.5
OI0007760,ORD003101,PROD0060,3,26569,5,75721.65
OI0007761,ORD003101,PROD0335,3,13863,5,39509.55
OI0007762,ORD003101,PROD0105,3,9529,15,24298.95
OI0007763,ORD003101,PROD0300,3,7470,20,17928.0
OI0007764,ORD003102,PROD0396,2,35607,5,67653.3
OI0007765,ORD003103,PROD0380,2,5995,20,9592.0
OI0007766,ORD003103,PROD0498,1,12995,10,11695.5
OI0007767,ORD003103,PROD0458,2,46152,15,78458.4
OI0007768,ORD003104,PROD0094,3,12859,5,36648.15
OI0007769,ORD003104,PROD0048,2,46472,5,88296.8
OI0007770,ORD003104,PROD0002,2,31910,10,57438.0
OI0007771,ORD003105,PROD0437,3,21044,20,50505.6
OI0007772,ORD003105,PROD0164,1,761,0,761.0
OI0007773,ORD003105,PROD0275,2,5404,15,9186.8
OI0007774,ORD003106,PROD0097,1,48643,10,43778.7
OI0007775,ORD003106,PROD0443,2,46022,5,87441.8
OI0007776,ORD003107,PROD0047,3,3339,0,10017.0
OI0007777,ORD003108,PROD0199,2,41955,10,75519.0
OI0007778,ORD003108,PROD0254,1,5947,0,5947.0
OI0007779,ORD003109,PROD0078,2,42027,10,75648.6
OI0007780,ORD003110,PROD0325,1,28376,10,25538.4
OI0007781,ORD003110,PROD0026,3,8099,15,20652.45
OI0007782,ORD003110,PROD0384,2,12781,5,24283.9
OI0007783,ORD003111,PROD0319,2,46085,5,87561.5
OI0007784,ORD003112,PROD0361,1,7025,15,5971.25
OI0007785,ORD003112,PROD0107,3,28897,10,78021.9
OI0007786,ORD003112,PROD0370,1,49574,5,47095.3
OI0007787,ORD003113,PROD0418,3,6776,15,17278.8
OI0007788,ORD003113,PROD0272,2,23840,15,40528.0
OI0007789,ORD003113,PROD0350,1,16318,20,13054.4
OI0007790,ORD003113,PROD0303,2,35315,20,56504.0
OI0007791,ORD003114,PROD0183,2,41803,15,71065.1
OI0007792,ORD003114,PROD0378,3,41982,0,125946.0
OI0007793,ORD003114,PROD0082,3,15942,15,40652.1
OI0007794,ORD003114,PROD0090,1,32452,20,25961.6
OI0007795,ORD003115,PROD0395,1,13918,5,13222.1
OI0007796,ORD003116,PROD0085,3,33572,10,90644.4
OI0007797,ORD003116,PROD0287,2,16960,20,27136.0
OI0007798,ORD003116,PROD0288,1,39911,10,35919.9
OI0007799,ORD003117,PROD0089,1,42842,5,40699.9
OI0007800,ORD003117,PROD0016,2,24210,5,45999.0
OI0007801,ORD003118,PROD0016,3,43806,10,118276.2
OI0007802,ORD003118,PROD0213,2,28182,10,50727.6
OI0007803,ORD003118,PROD0375,3,22916,20,54998.4
OI0007804,ORD003119,PROD0369,1,41063,20,32850.4
OI0007805,ORD003119,PROD0251,1,21922,15,18633.7
OI0007806,ORD003119,PROD0170,1,7546,10,6791.4
OI0007807,ORD003120,PROD0136,1,16689,5,15854.55
OI0007808,ORD003120,PROD0451,3,17631,0,52893.0
OI0007809,ORD003121,PROD0222,2,47637,20,76219.2
OI0007810,ORD003122,PROD0310,3,17872,10,48254.4
OI0007811,ORD003122,PROD0394,1,43241,10,38916.9
OI0007812,ORD003123,PROD0376,1,39503,15,33577.55
OI0007813,ORD003124,PROD0212,1,34308,15,29161.8
OI0007814,ORD003124,PROD0485,3,6341,10,17120.7
OI0007815,ORD003124,PROD0336,2,30010,5,57019.0
OI0007816,ORD003125,PROD0436,1,14342,15,12190.7
OI0007817,ORD003125,PROD0478,2,47288,10,85118.4
OI0007818,ORD003125,PROD0332,1,12846,15,10919.1
OI0007819,ORD003125,PROD0399,1,37859,10,34073.1
OI0007820,ORD003126,PROD0066,2,31958,10,57524.4
OI0007821,ORD003126,PROD0189,1,24742,15,21030.7
OI0007822,ORD003126,PROD0435,2,47855,5,90924.5
OI0007823,ORD003126,PROD0248,3,44481,15,113426.55
OI0007824,ORD003127,PROD0343,2,20476,20,32761.6
OI0007825,ORD003127,PROD0055,1,45833,0,45833.0
OI0007826,ORD003127,PROD0340,2,19047,5,36189.3
OI0007827,ORD003127,PROD0083,1,37481,0,37481.0
OI0007828,ORD003128,PROD0341,1,18933,0,18933.0
OI0007829,ORD003129,PROD0267,3,32932,15,83976.6
OI0007830,ORD003130,PROD0076,1,18233,10,16409.7
OI0007831,ORD003130,PROD0399,3,37861,15,96545.55
OI0007832,ORD003130,PROD0191,3,12378,20,29707.2
OI0007833,ORD003131,PROD0055,3,8599,10,23217.3
OI0007834,ORD003132,PROD0480,1,47450,15,40332.5
OI0007835,ORD003132,PROD0271,2,32753,15,55680.1
OI0007836,ORD003132,PROD0443,2,17225,20,27560.0
OI0007837,ORD003133,PROD0189,2,8216,0,16432.0
OI0007838,ORD003133,PROD0472,1,27858,10,25072.2
OI0007839,ORD003133,PROD0112,3,36965,10,99805.5
OI0007840,ORD003134,PROD0108,3,18580,0,55740.0
OI0007841,ORD003134,PROD0415,3,718,20,1723.2
OI0007842,ORD003134,PROD0362,1,18337,5,17420.15
OI0007843,ORD003135,PROD0479,2,28866,5,54845.4
OI0007844,ORD003135,PROD0420,1,9693,20,7754.4
OI0007845,ORD003135,PROD0428,3,4891,5,13939.35
OI0007846,ORD003135,PROD0457,2,4060,5,7714.0
OI0007847,ORD003136,PROD0156,2,48562,0,97124.0
OI0007848,ORD003136,PROD0282,1,42204,10,37983.6
OI0007849,ORD003136,PROD0032,1,26066,5,24762.7
OI0007850,ORD003136,PROD0067,2,24408,5,46375.2
OI0007851,ORD003137,PROD0203,2,15833,0,31666.0
OI0007852,ORD003137,PROD0225,3,33079,10,89313.3
OI0007853,ORD003137,PROD0403,1,27398,0,27398.0
OI0007854,ORD003137,PROD0363,1,13759,0,13759.0
OI0007855,ORD003138,PROD0241,2,49829,20,79726.4
OI0007856,ORD003138,PROD0295,2,22546,5,42837.4
OI0007857,ORD003138,PROD0309,2,16505,15,28058.5
OI0007858,ORD003138,PROD0059,1,33590,20,26872.0
OI0007859,ORD003139,PROD0078,2,15151,10,27271.8
OI0007860,ORD003139,PROD0196,2,1795,5,3410.5
OI0007861,ORD003139,PROD0357,2,14066,20,22505.6
OI0007862,ORD003139,PROD0372,2,2218,5,4214.2
OI0007863,ORD003140,PROD0354,3,21905,0,65715.0
OI0007864,ORD003141,PROD0174,2,39768,10,71582.4
OI0007865,ORD003141,PROD0335,2,32304,5,61377.6
OI0007866,ORD003141,PROD0223,1,22365,5,21246.75
OI0007867,ORD003141,PROD0189,1,35530,5,33753.5
OI0007868,ORD003142,PROD0034,3,41481,10,111998.7
OI0007869,ORD003143,PROD0148,2,44916,20,71865.6
OI0007870,ORD003143,PROD0421,2,9786,15,16636.2
OI0007871,ORD003144,PROD0165,1,29265,20,23412.0
OI0007872,ORD003144,PROD0491,1,11038,15,9382.3
OI0007873,ORD003145,PROD0465,1,2500,0,2500.0
OI0007874,ORD003146,PROD0310,3,20561,10,55514.7
OI0007875,ORD003146,PROD0350,1,18039,0,18039.0
OI0007876,ORD003146,PROD0253,1,3628,10,3265.2
OI0007877,ORD003147,PROD0357,1,21623,0,21623.0
OI0007878,ORD003147,PROD0237,2,27368,0,54736.0
OI0007879,ORD003148,PROD0286,3,34497,20,82792.8
OI0007880,ORD003148,PROD0168,1,42374,10,38136.6
OI0007881,ORD003148,PROD0423,3,47805,20,114732.0
OI0007882,ORD003149,PROD0362,1,36177,20,28941.6
OI0007883,ORD003149,PROD0154,3,37605,0,112815.0
OI0007884,ORD003150,PROD0465,3,16885,20,40524.0
OI0007885,ORD003150,PROD0037,2,48334,20,77334.4
OI0007886,ORD003150,PROD0333,3,25540,10,68958.0
OI0007887,ORD003151,PROD0398,2,21612,20,34579.2
OI0007888,ORD003152,PROD0077,2,30029,20,48046.4
OI0007889,ORD003152,PROD0191,2,23388,0,46776.0
OI0007890,ORD003153,PROD0065,2,46739,0,93478.0
OI0007891,ORD003154,PROD0193,3,22708,0,68124.0
OI0007892,ORD003154,PROD0018,2,43123,20,68996.8
OI0007893,ORD003155,PROD0057,3,48460,0,145380.0
OI0007894,ORD003155,PROD0472,3,8519,15,21723.45
OI0007895,ORD003156,PROD0330,1,15753,20,12602.4
OI0007896,ORD003156,PROD0038,3,35068,20,84163.2
OI0007897,ORD003156,PROD0035,2,21441,10,38593.8
OI0007898,ORD003157,PROD0009,2,15869,20,25390.4
OI0007899,ORD003157,PROD0089,1,14955,15,12711.75
OI0007900,ORD003157,PROD0317,1,16359,10,14723.1
OI0007901,ORD003158,PROD0424,3,39267,0,117801.0
OI0007902,ORD003158,PROD0475,2,17555,10,31599.0
OI0007903,ORD003158,PROD0117,2,25373,10,45671.4
OI0007904,ORD003158,PROD0354,1,17052,10,15346.8
OI0007905,ORD003159,PROD0195,1,10961,10,9864.9
OI0007906,ORD003160,PROD0278,3,31444,20,75465.6
OI0007907,ORD003160,PROD0396,3,31315,0,93945.0
OI0007908,ORD003160,PROD0140,1,23407,5,22236.65
OI0007909,ORD003160,PROD0264,1,24997,0,24997.0
OI0007910,ORD003161,PROD0490,3,18306,15,46680.3
OI0007911,ORD003161,PROD0248,3,41968,10,113313.6
OI0007912,ORD003161,PROD0215,1,32639,20,26111.2
OI0007913,ORD003162,PROD0108,2,23904,15,40636.8
OI0007914,ORD003163,PROD0021,3,10659,5,30378.15
OI0007915,ORD003163,PROD0079,1,1893,5,1798.35
OI0007916,ORD003163,PROD0094,1,43272,10,38944.8
OI0007917,ORD003164,PROD0224,3,43991,20,105578.4
OI0007918,ORD003165,PROD0461,1,29550,10,26595.0
OI0007919,ORD003165,PROD0271,2,27904,5,53017.6
OI0007920,ORD003166,PROD0394,3,25800,5,73530.0
OI0007921,ORD003166,PROD0366,1,8666,5,8232.7
OI0007922,ORD003167,PROD0122,2,17406,5,33071.4
OI0007923,ORD003167,PROD0177,3,21073,10,56897.1
OI0007924,ORD003167,PROD0022,3,10041,5,28616.85
OI0007925,ORD003168,PROD0319,3,27777,20,66664.8
OI0007926,ORD003168,PROD0417,3,588,15,1499.4
OI0007927,ORD003169,PROD0381,1,18334,20,14667.2
OI0007928,ORD003169,PROD0012,2,40504,15,68856.8
OI0007929,ORD003170,PROD0422,1,7651,10,6885.9
OI0007930,ORD003170,PROD0347,2,41330,15,70261.0
OI0007931,ORD003170,PROD0412,2,42181,5,80143.9
OI0007932,ORD003171,PROD0417,3,23131,15,58984.05
OI0007933,ORD003171,PROD0325,3,25967,5,74005.95
OI0007934,ORD003172,PROD0027,3,32461,0,97383.0
OI0007935,ORD003173,PROD0355,1,6304,15,5358.4
OI0007936,ORD003174,PROD0386,1,31020,20,24816.0
OI0007937,ORD003174,PROD0324,3,14942,20,35860.8
OI0007938,ORD003175,PROD0109,1,20017,5,19016.15
OI0007939,ORD003175,PROD0128,3,47683,20,114439.2
OI0007940,ORD003175,PROD0136,3,22213,0,66639.0
OI0007941,ORD003175,PROD0327,2,988,20,1580.8
OI0007942,ORD003176,PROD0276,1,37388,0,37388.0
OI0007943,ORD003176,PROD0221,1,20469,20,16375.2
OI0007944,ORD003176,PROD0295,2,12280,20,19648.0
OI0007945,ORD003177,PROD0330,2,36312,0,72624.0
OI0007946,ORD003178,PROD0107,3,40101,0,120303.0
OI0007947,ORD003178,PROD0435,1,9759,0,9759.0
OI0007948,ORD003178,PROD0130,3,22440,15,57222.0
OI0007949,ORD003179,PROD0329,2,30462,5,57877.8
OI0007950,ORD003179,PROD0130,2,2151,10,3871.8
OI0007951,ORD003179,PROD0233,2,44925,5,85357.5
OI0007952,ORD003180,PROD0076,3,45239,10,122145.3
OI0007953,ORD003180,PROD0080,3,29886,0,89658.0
OI0007954,ORD003180,PROD0121,3,47977,15,122341.35
OI0007955,ORD003180,PROD0083,2,30106,5,57201.4
OI0007956,ORD003181,PROD0124,2,35313,15,60032.1
OI0007957,ORD003181,PROD0440,2,43559,20,69694.4
OI0007958,ORD003181,PROD0493,3,37674,0,113022.0
OI0007959,ORD003181,PROD0225,1,4307,5,4091.65
OI0007960,ORD003182,PROD0465,3,11559,20,27741.6
OI0007961,ORD003183,PROD0007,2,1337,10,2406.6
OI0007962,ORD003184,PROD0408,2,28496,5,54142.4
OI0007963,ORD003185,PROD0130,2,17914,0,35828.0
OI0007964,ORD003185,PROD0282,1,12134,10,10920.6
OI0007965,ORD003185,PROD0379,3,26997,10,72891.9
OI0007966,ORD003185,PROD0155,2,49644,10,89359.2
OI0007967,ORD003186,PROD0378,1,47128,5,44771.6
OI0007968,ORD003186,PROD0473,2,7414,0,14828.0
OI0007969,ORD003186,PROD0426,1,12609,5,11978.55
OI0007970,ORD003187,PROD0252,2,43496,10,78292.8
OI0007971,ORD003188,PROD0447,2,24170,5,45923.0
OI0007972,ORD003188,PROD0063,1,20675,0,20675.0
OI0007973,ORD003188,PROD0344,2,8062,10,14511.6
OI0007974,ORD003189,PROD0429,3,34131,10,92153.7
OI0007975,ORD003190,PROD0299,1,783,5,743.85
OI0007976,ORD003191,PROD0099,3,9397,10,25371.9
OI0007977,ORD003191,PROD0126,1,28184,20,22547.2
OI0007978,ORD003192,PROD0283,1,20001,0,20001.0
OI0007979,ORD003192,PROD0452,3,21948,15,55967.4
OI0007980,ORD003193,PROD0149,3,46242,15,117917.1
OI0007981,ORD003193,PROD0339,3,44548,0,133644.0
OI0007982,ORD003194,PROD0444,2,5402,15,9183.4
OI0007983,ORD003195,PROD0486,1,8726,20,6980.8
OI0007984,ORD003195,PROD0114,3,41878,10,113070.6
OI0007985,ORD003195,PROD0400,1,14909,5,14163.55
OI0007986,ORD003195,PROD0310,1,10429,20,8343.2
OI0007987,ORD003196,PROD0102,3,26379,10,71223.3
OI0007988,ORD003197,PROD0017,3,33622,10,90779.4
OI0007989,ORD003197,PROD0158,2,4555,10,8199.0
OI0007990,ORD003197,PROD0039,2,28434,10,51181.2
OI0007991,ORD003198,PROD0356,1,28887,20,23109.6
OI0007992,ORD003198,PROD0170,1,39119,10,35207.1
OI0007993,ORD003199,PROD0400,2,6639,5,12614.1
OI0007994,ORD003199,PROD0090,3,15770,5,44944.5
OI0007995,ORD003199,PROD0273,2,47280,10,85104.0
OI0007996,ORD003200,PROD0396,2,8832,20,14131.2
OI0007997,ORD003201,PROD0070,1,39284,5,37319.8
OI0007998,ORD003202,PROD0093,2,8246,10,14842.8
OI0007999,ORD003202,PROD0257,2,46240,5,87856.0
OI0008000,ORD003203,PROD0192,2,17393,20,27828.8
OI0008001,ORD003203,PROD0139,2,11474,0,22948.0
OI0008002,ORD003203,PROD0041,2,45062,0,90124.0
OI0008003,ORD003204,PROD0249,3,25497,5,72666.45
OI0008004,ORD003204,PROD0231,2,9804,10,17647.2
OI0008005,ORD003204,PROD0215,2,20643,20,33028.8
OI0008006,ORD003205,PROD0302,2,40577,0,81154.0
OI0008007,ORD003205,PROD0022,1,1103,15,937.55
OI0008008,ORD003206,PROD0260,1,13786,10,12407.4
OI0008009,ORD003206,PROD0275,1,45077,0,45077.0
OI0008010,ORD003206,PROD0259,3,46001,20,110402.4
OI0008011,ORD003207,PROD0064,3,34416,15,87760.8
OI0008012,ORD003207,PROD0493,3,22033,15,56184.15
OI0008013,ORD003208,PROD0442,1,18675,20,14940.0
OI0008014,ORD003208,PROD0238,2,22674,0,45348.0
OI0008015,ORD003208,PROD0389,1,29174,0,29174.0
OI0008016,ORD003209,PROD0020,3,41592,15,106059.6
OI0008017,ORD003209,PROD0326,1,23494,5,22319.3
