Shipment_ID,Order_ID,Courier,Shipment_Date,Delivery_Date,Delivery_Status
SHP001207,ORD001207,BlueDart,2025-04-06,2025-04-09,Delivered
SHP001208,ORD001208,Ekart,2025-01-31,2025-02-05,Delivered
SHP001209,ORD001209,Amazon Logistics,2025-04-18,2025-04-22,Delivered
SHP001210,ORD001210,BlueDart,2025-05-11,2025-05-13,Delivered
SHP001211,ORD001211,XpressBees,2025-05-10,,Cancelled
SHP001212,ORD001212,BlueDart,2025-01-02,2025-01-08,Delivered
SHP001213,ORD001213,XpressBees,2025-04-28,2025-05-01,Delivered
SHP001214,ORD001214,BlueDart,2025-03-31,2025-04-05,Delivered
SHP001215,ORD001215,Ekart,2025-04-20,2025-04-22,Delivered
SHP001216,ORD001216,BlueDart,2025-05-20,2025-05-25,Delivered
SHP001217,ORD001217,BlueDart,2025-05-14,2025-05-19,Delivered
SHP001218,ORD001218,XpressBees,2025-05-19,2025-05-21,Delivered
SHP001219,ORD001219,XpressBees,2025-03-30,2025-04-04,Delivered
SHP001220,ORD001220,Ekart,2025-02-20,,Cancelled
SHP001221,ORD001221,Amazon Logistics,2025-01-31,2025-02-05,Delivered
SHP001222,ORD001222,DTDC,2025-01-20,,Shipped
SHP001223,ORD001223,Amazon Logistics,2025-05-21,,Cancelled
SHP001224,ORD001224,Amazon Logistics,2025-01-26,2025-01-30,Delivered
SHP001225,ORD001225,Amazon Logistics,2025-02-10,,Shipped
SHP001226,ORD001226,Delhivery,2025-02-11,,Processing
SHP001227,ORD001227,DTDC,2025-06-29,2025-07-03,Delivered
SHP001228,ORD001228,XpressBees,2025-02-08,2025-02-12,Delivered
SHP001229,ORD001229,Delhivery,2025-03-26,2025-03-30,Delivered
SHP001230,ORD001230,Delhivery,2025-02-22,2025-02-27,Delivered
SHP001231,ORD001231,DTDC,2025-03-23,,Processing
SHP001232,ORD001232,Amazon Logistics,2025-02-20,,Processing
SHP001233,ORD001233,DTDC,2025-02-12,,Processing
SHP001234,ORD001234,BlueDart,2025-04-08,,Shipped
SHP001235,ORD001235,XpressBees,2025-01-30,,Processing
SHP001236,ORD001236,Amazon Logistics,2025-06-23,2025-06-26,Delivered
SHP001237,ORD001237,DTDC,2025-03-21,2025-03-23,Delivered
SHP001238,ORD001238,XpressBees,2025-02-06,2025-02-11,Delivered
SHP001239,ORD001239,XpressBees,2025-05-06,2025-05-08,Delivered
SHP001240,ORD001240,DTDC,2025-04-14,2025-04-18,Delivered
SHP001241,ORD001241,BlueDart,2025-03-14,2025-03-18,Delivered
SHP001242,ORD001242,BlueDart,2025-06-03,,Pending
SHP001243,ORD001243,Amazon Logistics,2025-05-12,2025-05-16,Delivered
SHP001244,ORD001244,XpressBees,2025-05-27,,Pending
SHP001245,ORD001245,Amazon Logistics,2025-06-10,2025-06-12,Delivered
SHP001246,ORD001246,Amazon Logistics,2025-05-01,2025-05-04,Delivered
SHP001247,ORD001247,Ekart,2025-03-04,2025-03-09,Delivered
SHP001248,ORD001248,DTDC,2025-01-23,,Cancelled
SHP001249,ORD001249,Ekart,2025-03-01,2025-03-05,Delivered
SHP001250,ORD001250,Amazon Logistics,2025-03-09,2025-03-14,Delivered
SHP001251,ORD001251,Delhivery,2025-04-10,2025-04-16,Delivered
SHP001252,ORD001252,Ekart,2025-05-09,,Shipped
SHP001253,ORD001253,DTDC,2025-05-02,2025-05-08,Delivered
SHP001254,ORD001254,XpressBees,2025-04-14,2025-04-16,Delivered
SHP001255,ORD001255,BlueDart,2025-05-18,2025-05-20,Delivered
SHP001256,ORD001256,XpressBees,2025-06-13,2025-06-17,Delivered
SHP001257,ORD001257,Amazon Logistics,2025-02-06,,Pending
SHP001258,ORD001258,DTDC,2025-05-22,2025-05-24,Delivered
SHP001259,ORD001259,BlueDart,2025-06-10,2025-06-12,Delivered
SHP001260,ORD001260,Ekart,2025-06-02,2025-06-06,Delivered
SHP001261,ORD001261,DTDC,2025-06-09,2025-06-11,Returned
SHP001262,ORD001262,BlueDart,2025-04-22,2025-04-24,Delivered
SHP001263,ORD001263,Amazon Logistics,2025-04-02,,Pending
SHP001264,ORD001264,Amazon Logistics,2025-03-08,2025-03-10,Delivered
SHP001265,ORD001265,Ekart,2025-05-02,2025-05-04,Delivered
SHP001266,ORD001266,Amazon Logistics,2025-01-20,2025-01-24,Delivered
SHP001267,ORD001267,Amazon Logistics,2025-05-25,2025-05-28,Delivered
SHP001268,ORD001268,Ekart,2025-05-19,2025-05-22,Delivered
SHP001269,ORD001269,XpressBees,2025-05-18,2025-05-23,Delivered
SHP001270,ORD001270,DTDC,2025-05-23,2025-05-28,Delivered
SHP001271,ORD001271,BlueDart,2025-04-08,2025-04-13,Delivered
SHP001272,ORD001272,Amazon Logistics,2025-02-27,2025-03-04,Delivered
SHP001273,ORD001273,DTDC,2025-01-30,2025-02-02,Delivered
SHP001274,ORD001274,Delhivery,2025-01-22,2025-01-24,Delivered
SHP001275,ORD001275,XpressBees,2025-04-24,,Processing
SHP001276,ORD001276,Ekart,2025-03-18,,Pending
SHP001277,ORD001277,XpressBees,2025-04-21,2025-04-23,Delivered
SHP001278,ORD001278,Delhivery,2025-02-15,2025-02-19,Delivered
SHP001279,ORD001279,Amazon Logistics,2025-05-11,2025-05-16,Delivered
SHP001280,ORD001280,Delhivery,2025-01-16,2025-01-19,Delivered
SHP001281,ORD001281,BlueDart,2025-01-29,2025-02-04,Delivered
SHP001282,ORD001282,DTDC,2025-04-23,,Pending
SHP001283,ORD001283,XpressBees,2025-06-14,,Shipped
SHP001284,ORD001284,DTDC,2025-04-14,2025-04-18,Delivered
SHP001285,ORD001285,Ekart,2025-01-05,2025-01-08,Delivered
SHP001286,ORD001286,DTDC,2025-03-30,,Processing
SHP001287,ORD001287,Amazon Logistics,2025-01-08,,Shipped
SHP001288,ORD001288,Delhivery,2025-04-19,2025-04-25,Returned
SHP001289,ORD001289,BlueDart,2025-01-26,2025-02-01,Delivered
SHP001290,ORD001290,Delhivery,2025-06-21,2025-06-24,Delivered
SHP001291,ORD001291,XpressBees,2025-03-07,2025-03-10,Delivered
SHP001292,ORD001292,Amazon Logistics,2025-06-29,2025-07-02,Delivered
SHP001293,ORD001293,Delhivery,2025-05-16,,Shipped
SHP001294,ORD001294,XpressBees,2025-05-31,2025-06-06,Delivered
SHP001295,ORD001295,XpressBees,2025-04-20,2025-04-25,Delivered
SHP001296,ORD001296,Amazon Logistics,2025-01-05,2025-01-08,Delivered
SHP001297,ORD001297,BlueDart,2025-04-05,,Shipped
SHP001298,ORD001298,Ekart,2025-02-06,2025-02-11,Delivered
SHP001299,ORD001299,BlueDart,2025-04-17,,Processing
SHP001300,ORD001300,DTDC,2025-06-29,2025-07-04,Delivered
SHP001301,ORD001301,Ekart,2025-04-14,2025-04-19,Delivered
SHP001302,ORD001302,Delhivery,2025-06-26,2025-06-29,Delivered
SHP001303,ORD001303,XpressBees,2025-02-26,2025-02-28,Delivered
SHP001304,ORD001304,Ekart,2025-05-20,2025-05-25,Delivered
SHP001305,ORD001305,DTDC,2025-04-15,2025-04-21,Delivered
SHP001306,ORD001306,Amazon Logistics,2025-05-30,2025-06-05,Delivered
SHP001307,ORD001307,DTDC,2025-03-08,2025-03-14,Delivered
SHP001308,ORD001308,BlueDart,2025-06-17,2025-06-20,Delivered
SHP001309,ORD001309,DTDC,2025-05-05,2025-05-11,Delivered
SHP001310,ORD001310,Amazon Logistics,2025-04-15,,Processing
SHP001311,ORD001311,Ekart,2025-01-12,2025-01-18,Delivered
SHP001312,ORD001312,DTDC,2025-04-13,2025-04-16,Delivered
SHP001313,ORD001313,BlueDart,2025-06-25,2025-07-01,Delivered
SHP001314,ORD001314,BlueDart,2025-01-07,2025-01-12,Delivered
SHP001315,ORD001315,Ekart,2025-02-26,2025-03-01,Delivered
SHP001316,ORD001316,Ekart,2025-04-17,,Processing
SHP001317,ORD001317,Ekart,2025-04-14,2025-04-20,Delivered
SHP001318,ORD001318,Amazon Logistics,2025-02-27,2025-03-01,Delivered
SHP001319,ORD001319,BlueDart,2025-04-26,2025-04-29,Delivered
SHP001320,ORD001320,XpressBees,2025-01-24,2025-01-26,Delivered
SHP001321,ORD001321,Amazon Logistics,2025-05-24,2025-05-28,Delivered
SHP001322,ORD001322,Amazon Logistics,2025-03-05,,Pending
SHP001323,ORD001323,Ekart,2025-02-27,,Processing
SHP001324,ORD001324,BlueDart,2025-04-15,2025-04-21,Delivered
SHP001325,ORD001325,BlueDart,2025-03-06,2025-03-12,Delivered
SHP001326,ORD001326,Delhivery,2025-06-23,2025-06-27,Delivered
SHP001327,ORD001327,Delhivery,2025-06-07,2025-06-10,Delivered
SHP001328,ORD001328,DTDC,2025-02-20,2025-02-22,Delivered
SHP001329,ORD001329,XpressBees,2025-05-08,2025-05-12,Delivered
SHP001330,ORD001330,XpressBees,2025-06-15,2025-06-17,Delivered
SHP001331,ORD001331,XpressBees,2025-04-18,2025-04-22,Delivered
SHP001332,ORD001332,Delhivery,2025-02-01,2025-02-03,Delivered
SHP001333,ORD001333,BlueDart,2025-06-15,,Cancelled
SHP001334,ORD001334,BlueDart,2025-03-16,2025-03-19,Delivered
SHP001335,ORD001335,Ekart,2025-02-03,2025-02-05,Delivered
SHP001336,ORD001336,Delhivery,2025-01-06,,Shipped
SHP001337,ORD001337,Delhivery,2025-01-26,2025-02-01,Delivered
SHP001338,ORD001338,Delhivery,2025-01-03,2025-01-06,Delivered
SHP001339,ORD001339,Delhivery,2025-03-30,2025-04-01,Delivered
SHP001340,ORD001340,Delhivery,2025-01-10,,Processing
SHP001341,ORD001341,Amazon Logistics,2025-06-30,2025-07-05,Delivered
SHP001342,ORD001342,XpressBees,2025-03-03,2025-03-05,Delivered
SHP001343,ORD001343,DTDC,2025-03-21,2025-03-27,Delivered
SHP001344,ORD001344,Delhivery,2025-06-12,2025-06-15,Delivered
SHP001345,ORD001345,Delhivery,2025-05-29,2025-06-03,Delivered
SHP001346,ORD001346,Ekart,2025-06-06,,Shipped
SHP001347,ORD001347,DTDC,2025-05-03,2025-05-05,Delivered
SHP001348,ORD001348,Ekart,2025-02-27,2025-03-03,Delivered
SHP001349,ORD001349,Ekart,2025-06-14,2025-06-16,Returned
SHP001350,ORD001350,BlueDart,2025-04-25,2025-04-28,Delivered
SHP001351,ORD001351,Delhivery,2025-02-18,2025-02-24,Delivered
SHP001352,ORD001352,Amazon Logistics,2025-01-22,2025-01-27,Delivered
SHP001353,ORD001353,DTDC,2025-01-09,,Shipped
SHP001354,ORD001354,DTDC,2025-05-04,2025-05-07,Delivered
SHP001355,ORD001355,Amazon Logistics,2025-01-26,,Shipped
SHP001356,ORD001356,BlueDart,2025-06-27,,Shipped
SHP001357,ORD001357,Amazon Logistics,2025-04-04,2025-04-10,Delivered
SHP001358,ORD001358,Ekart,2025-05-30,2025-06-02,Delivered
SHP001359,ORD001359,Amazon Logistics,2025-02-26,2025-03-03,Delivered
SHP001360,ORD001360,XpressBees,2025-06-10,2025-06-13,Delivered
SHP001361,ORD001361,XpressBees,2025-02-06,2025-02-10,Delivered
SHP001362,ORD001362,BlueDart,2025-03-30,2025-04-02,Delivered
SHP001363,ORD001363,Ekart,2025-04-21,,Shipped
SHP001364,ORD001364,Delhivery,2025-03-14,2025-03-20,Delivered
SHP001365,ORD001365,Ekart,2025-01-15,2025-01-17,Delivered
SHP001366,ORD001366,Delhivery,2025-06-19,2025-06-22,Delivered
SHP001367,ORD001367,XpressBees,2025-02-17,,Processing
SHP001368,ORD001368,DTDC,2025-04-08,,Cancelled
SHP001369,ORD001369,Amazon Logistics,2025-01-18,2025-01-21,Returned
SHP001370,ORD001370,XpressBees,2025-06-03,,Pending
SHP001371,ORD001371,DTDC,2025-03-03,2025-03-07,Delivered
SHP001372,ORD001372,BlueDart,2025-04-27,,Pending
SHP001373,ORD001373,Delhivery,2025-05-29,2025-06-03,Delivered
SHP001374,ORD001374,BlueDart,2025-04-04,2025-04-08,Delivered
SHP001375,ORD001375,DTDC,2025-03-10,,Shipped
SHP001376,ORD001376,BlueDart,2025-04-05,2025-04-10,Delivered
SHP001377,ORD001377,XpressBees,2025-05-16,2025-05-22,Delivered
SHP001378,ORD001378,XpressBees,2025-03-23,,Processing
SHP001379,ORD001379,Ekart,2025-06-30,2025-07-03,Delivered
SHP001380,ORD001380,XpressBees,2025-04-20,2025-04-26,Delivered
SHP001381,ORD001381,Ekart,2025-01-04,,Shipped
SHP001382,ORD001382,XpressBees,2025-01-17,2025-01-20,Delivered
SHP001383,ORD001383,BlueDart,2025-04-13,2025-04-18,Delivered
SHP001384,ORD001384,BlueDart,2025-05-06,,Shipped
SHP001385,ORD001385,Delhivery,2025-05-02,2025-05-06,Delivered
SHP001386,ORD001386,Amazon Logistics,2025-05-08,,Cancelled
SHP001387,ORD001387,Amazon Logistics,2025-03-31,2025-04-05,Delivered
SHP001388,ORD001388,DTDC,2025-01-20,,Shipped
SHP001389,ORD001389,Delhivery,2025-01-19,,Shipped
SHP001390,ORD001390,DTDC,2025-04-06,2025-04-09,Delivered
SHP001391,ORD001391,Amazon Logistics,2025-03-25,2025-03-30,Delivered
SHP001392,ORD001392,XpressBees,2025-03-10,2025-03-12,Delivered
SHP001393,ORD001393,Amazon Logistics,2025-06-13,2025-06-16,Delivered
SHP001394,ORD001394,BlueDart,2025-01-19,,Processing
SHP001395,ORD001395,BlueDart,2025-02-14,2025-02-20,Delivered
SHP001396,ORD001396,Amazon Logistics,2025-02-20,2025-02-25,Delivered
SHP001397,ORD001397,DTDC,2025-01-28,2025-02-02,Delivered
SHP001398,ORD001398,Amazon Logistics,2025-02-11,2025-02-13,Delivered
SHP001399,ORD001399,Delhivery,2025-02-22,2025-02-28,Delivered
SHP001400,ORD001400,Amazon Logistics,2025-06-09,,Shipped
SHP001401,ORD001401,Delhivery,2025-01-15,2025-01-19,Delivered
SHP001402,ORD001402,XpressBees,2025-04-11,2025-04-15,Delivered
SHP001403,ORD001403,Amazon Logistics,2025-02-11,2025-02-13,Delivered
SHP001404,ORD001404,Amazon Logistics,2025-01-15,2025-01-20,Delivered
SHP001405,ORD001405,Ekart,2025-04-09,2025-04-11,Delivered
SHP001406,ORD001406,Ekart,2025-03-05,2025-03-10,Delivered
SHP001407,ORD001407,Delhivery,2025-02-24,2025-03-02,Delivered
SHP001408,ORD001408,Ekart,2025-03-17,2025-03-19,Delivered
SHP001409,ORD001409,Amazon Logistics,2025-03-31,2025-04-02,Delivered
SHP001410,ORD001410,XpressBees,2025-01-28,2025-02-02,Delivered
SHP001411,ORD001411,DTDC,2025-01-21,,Shipped
SHP001412,ORD001412,Ekart,2025-02-03,2025-02-08,Delivered
SHP001413,ORD001413,Delhivery,2025-06-20,,Shipped
SHP001414,ORD001414,Ekart,2025-03-22,2025-03-28,Delivered
SHP001415,ORD001415,Delhivery,2025-03-24,2025-03-30,Delivered
SHP001416,ORD001416,XpressBees,2025-03-22,2025-03-27,Delivered
SHP001417,ORD001417,DTDC,2025-06-15,2025-06-21,Delivered
SHP001418,ORD001418,Delhivery,2025-05-04,2025-05-07,Delivered
SHP001419,ORD001419,DTDC,2025-06-19,,Shipped
SHP001420,ORD001420,DTDC,2025-01-20,2025-01-25,Delivered
SHP001421,ORD001421,Delhivery,2025-01-12,,Processing
SHP001422,ORD001422,Delhivery,2025-03-28,2025-03-30,Delivered
SHP001423,ORD001423,DTDC,2025-01-17,2025-01-21,Delivered
SHP001424,ORD001424,Delhivery,2025-01-15,,Shipped
SHP001425,ORD001425,XpressBees,2025-01-03,2025-01-08,Delivered
SHP001426,ORD001426,Ekart,2025-04-14,2025-04-17,Returned
SHP001427,ORD001427,XpressBees,2025-02-10,,Shipped
SHP001428,ORD001428,XpressBees,2025-06-03,2025-06-06,Delivered
SHP001429,ORD001429,Amazon Logistics,2025-03-08,,Cancelled
SHP001430,ORD001430,DTDC,2025-03-17,2025-03-22,Delivered
SHP001431,ORD001431,Delhivery,2025-06-12,2025-06-15,Delivered
SHP001432,ORD001432,Delhivery,2025-03-04,2025-03-08,Delivered
SHP001433,ORD001433,DTDC,2025-03-14,2025-03-18,Delivered
SHP001434,ORD001434,XpressBees,2025-01-03,2025-01-07,Delivered
SHP001435,ORD001435,BlueDart,2025-01-10,2025-01-16,Delivered
SHP001436,ORD001436,Amazon Logistics,2025-04-25,2025-04-27,Delivered
SHP001437,ORD001437,Ekart,2025-03-24,2025-03-26,Delivered
SHP001438,ORD001438,BlueDart,2025-06-06,2025-06-09,Delivered
SHP001439,ORD001439,XpressBees,2025-03-06,2025-03-11,Delivered
SHP001440,ORD001440,DTDC,2025-04-24,2025-04-28,Delivered
SHP001441,ORD001441,DTDC,2025-01-08,2025-01-11,Delivered
SHP001442,ORD001442,DTDC,2025-05-23,2025-05-28,Delivered
SHP001443,ORD001443,XpressBees,2025-05-19,2025-05-25,Delivered
SHP001444,ORD001444,Amazon Logistics,2025-05-20,2025-05-26,Delivered
SHP001445,ORD001445,XpressBees,2025-05-27,2025-05-31,Delivered
SHP001446,ORD001446,Amazon Logistics,2025-02-20,2025-02-22,Delivered
SHP001447,ORD001447,XpressBees,2025-05-17,2025-05-20,Delivered
SHP001448,ORD001448,BlueDart,2025-01-05,2025-01-10,Delivered
SHP001449,ORD001449,XpressBees,2025-03-09,2025-03-15,Delivered
SHP001450,ORD001450,BlueDart,2025-04-28,2025-05-01,Delivered
SHP001451,ORD001451,BlueDart,2025-04-23,2025-04-26,Delivered
SHP001452,ORD001452,Ekart,2025-06-13,2025-06-15,Delivered
SHP001453,ORD001453,BlueDart,2025-03-22,2025-03-24,Returned
SHP001454,ORD001454,Amazon Logistics,2025-03-11,,Pending
SHP001455,ORD001455,BlueDart,2025-01-06,2025-01-08,Delivered
SHP001456,ORD001456,BlueDart,2025-01-27,2025-02-02,Delivered
SHP001457,ORD001457,BlueDart,2025-04-17,,Processing
SHP001458,ORD001458,Amazon Logistics,2025-04-13,2025-04-15,Delivered
SHP001459,ORD001459,Amazon Logistics,2025-01-30,2025-02-05,Delivered
SHP001460,ORD001460,Amazon Logistics,2025-05-22,2025-05-27,Delivered
SHP001461,ORD001461,Ekart,2025-05-10,2025-05-14,Delivered
SHP001462,ORD001462,BlueDart,2025-06-17,,Processing
SHP001463,ORD001463,Delhivery,2025-04-23,2025-04-27,Delivered
SHP001464,ORD001464,DTDC,2025-06-15,2025-06-17,Delivered
SHP001465,ORD001465,DTDC,2025-04-29,,Processing
SHP001466,ORD001466,Ekart,2025-03-20,,Shipped
SHP001467,ORD001467,XpressBees,2025-02-05,2025-02-10,Delivered
SHP001468,ORD001468,DTDC,2025-01-09,2025-01-12,Delivered
SHP001469,ORD001469,DTDC,2025-03-08,2025-03-12,Delivered
SHP001470,ORD001470,Delhivery,2025-01-23,2025-01-28,Delivered
SHP001471,ORD001471,DTDC,2025-03-20,2025-03-26,Delivered
SHP001472,ORD001472,XpressBees,2025-01-12,2025-01-16,Delivered
SHP001473,ORD001473,Ekart,2025-05-04,,Cancelled
SHP001474,ORD001474,DTDC,2025-03-23,,Cancelled
SHP001475,ORD001475,Amazon Logistics,2025-06-26,2025-07-02,Delivered
SHP001476,ORD001476,DTDC,2025-06-12,2025-06-14,Delivered
SHP001477,ORD001477,Ekart,2025-02-03,2025-02-08,Delivered
SHP001478,ORD001478,Delhivery,2025-04-14,,Shipped
SHP001479,ORD001479,Ekart,2025-04-16,,Shipped
SHP001480,ORD001480,XpressBees,2025-06-25,2025-06-28,Returned
SHP001481,ORD001481,BlueDart,2025-05-26,2025-05-30,Returned
SHP001482,ORD001482,BlueDart,2025-03-04,2025-03-07,Delivered
SHP001483,ORD001483,XpressBees,2025-01-15,2025-01-18,Delivered
SHP001484,ORD001484,Amazon Logistics,2025-02-26,2025-02-28,Delivered
SHP001485,ORD001485,DTDC,2025-02-01,2025-02-06,Delivered
SHP001486,ORD001486,Amazon Logistics,2025-05-24,2025-05-29,Delivered
SHP001487,ORD001487,BlueDart,2025-04-06,2025-04-11,Delivered
SHP001488,ORD001488,DTDC,2025-06-18,2025-06-21,Delivered
SHP001489,ORD001489,XpressBees,2025-06-26,,Processing
SHP001490,ORD001490,Amazon Logistics,2025-01-09,2025-01-11,Delivered
SHP001491,ORD001491,Delhivery,2025-01-20,2025-01-22,Delivered
SHP001492,ORD001492,Delhivery,2025-01-09,2025-01-15,Delivered
SHP001493,ORD001493,BlueDart,2025-06-04,2025-06-06,Delivered
SHP001494,ORD001494,BlueDart,2025-04-01,2025-04-06,Delivered
SHP001495,ORD001495,XpressBees,2025-05-20,2025-05-22,Delivered
SHP001496,ORD001496,BlueDart,2025-06-14,2025-06-17,Delivered
SHP001497,ORD001497,DTDC,2025-03-25,,Processing
SHP001498,ORD001498,Amazon Logistics,2025-06-11,2025-06-13,Delivered
SHP001499,ORD001499,DTDC,2025-01-09,2025-01-14,Delivered
SHP001500,ORD001500,Delhivery,2025-05-22,,Shipped
SHP001501,ORD001501,Delhivery,2025-02-20,2025-02-26,Delivered
SHP001502,ORD001502,Delhivery,2025-01-25,2025-01-29,Delivered
SHP001503,ORD001503,Delhivery,2025-02-15,,Shipped
SHP001504,ORD001504,DTDC,2025-04-09,2025-04-14,Delivered
SHP001505,ORD001505,Delhivery,2025-02-02,,Shipped
SHP001506,ORD001506,Amazon Logistics,2025-02-04,,Processing
SHP001507,ORD001507,BlueDart,2025-04-03,2025-04-06,Delivered
SHP001508,ORD001508,Delhivery,2025-06-13,2025-06-18,Returned
SHP001509,ORD001509,Ekart,2025-01-23,,Processing
SHP001510,ORD001510,Amazon Logistics,2025-06-15,2025-06-17,Delivered
SHP001511,ORD001511,XpressBees,2025-02-13,2025-02-17,Delivered
SHP001512,ORD001512,Ekart,2025-05-24,2025-05-28,Delivered
SHP001513,ORD001513,Ekart,2025-04-14,2025-04-17,Delivered
SHP001514,ORD001514,Delhivery,2025-05-17,2025-05-23,Delivered
SHP001515,ORD001515,DTDC,2025-02-27,2025-03-04,Delivered
SHP001516,ORD001516,Ekart,2025-07-01,2025-07-04,Delivered
SHP001517,ORD001517,Delhivery,2025-03-30,2025-04-05,Delivered
SHP001518,ORD001518,Ekart,2025-06-24,2025-06-30,Delivered
SHP001519,ORD001519,Amazon Logistics,2025-05-27,,Shipped
SHP001520,ORD001520,Delhivery,2025-05-19,2025-05-23,Delivered
SHP001521,ORD001521,Delhivery,2025-05-08,,Shipped
SHP001522,ORD001522,DTDC,2025-02-25,2025-02-27,Delivered
SHP001523,ORD001523,BlueDart,2025-04-26,2025-04-30,Delivered
SHP001524,ORD001524,BlueDart,2025-06-25,,Processing
SHP001525,ORD001525,DTDC,2025-04-22,2025-04-25,Delivered
SHP001526,ORD001526,BlueDart,2025-03-25,2025-03-30,Delivered
SHP001527,ORD001527,Ekart,2025-01-07,2025-01-12,Delivered
SHP001528,ORD001528,DTDC,2025-03-13,,Pending
SHP001529,ORD001529,DTDC,2025-01-11,2025-01-17,Delivered
SHP001530,ORD001530,BlueDart,2025-06-15,,Processing
SHP001531,ORD001531,XpressBees,2025-02-15,2025-02-20,Delivered
SHP001532,ORD001532,Delhivery,2025-01-13,2025-01-17,Delivered
SHP001533,ORD001533,Ekart,2025-01-04,2025-01-07,Delivered
SHP001534,ORD001534,DTDC,2025-04-20,2025-04-26,Delivered
SHP001535,ORD001535,Ekart,2025-05-10,2025-05-13,Delivered
SHP001536,ORD001536,Delhivery,2025-06-14,,Shipped
SHP001537,ORD001537,DTDC,2025-06-12,,Cancelled
SHP001538,ORD001538,Ekart,2025-04-25,2025-04-27,Delivered
SHP001539,ORD001539,Delhivery,2025-06-30,2025-07-04,Delivered
SHP001540,ORD001540,Amazon Logistics,2025-05-15,2025-05-19,Delivered
SHP001541,ORD001541,Amazon Logistics,2025-05-21,,Shipped
SHP001542,ORD001542,Amazon Logistics,2025-05-13,2025-05-19,Delivered
SHP001543,ORD001543,BlueDart,2025-05-02,2025-05-04,Delivered
SHP001544,ORD001544,Delhivery,2025-02-01,2025-02-03,Delivered
SHP001545,ORD001545,Ekart,2025-04-17,2025-04-21,Delivered
SHP001546,ORD001546,XpressBees,2025-02-23,2025-03-01,Delivered
SHP001547,ORD001547,BlueDart,2025-06-25,,Cancelled
SHP001548,ORD001548,XpressBees,2025-05-11,2025-05-16,Delivered
SHP001549,ORD001549,Amazon Logistics,2025-05-26,2025-05-31,Delivered
SHP001550,ORD001550,BlueDart,2025-04-15,2025-04-20,Delivered
SHP001551,ORD001551,BlueDart,2025-05-10,2025-05-15,Delivered
SHP001552,ORD001552,Delhivery,2025-05-13,,Cancelled
SHP001553,ORD001553,Delhivery,2025-02-20,2025-02-24,Delivered
SHP001554,ORD001554,Ekart,2025-03-08,2025-03-14,Delivered
SHP001555,ORD001555,BlueDart,2025-02-27,2025-03-01,Delivered
SHP001556,ORD001556,Amazon Logistics,2025-06-13,,Pending
SHP001557,ORD001557,BlueDart,2025-06-16,2025-06-18,Delivered
SHP001558,ORD001558,DTDC,2025-02-04,,Shipped
SHP001559,ORD001559,Ekart,2025-04-06,2025-04-10,Delivered
SHP001560,ORD001560,BlueDart,2025-02-15,,Processing
SHP001561,ORD001561,Amazon Logistics,2025-04-26,2025-04-28,Delivered
SHP001562,ORD001562,Ekart,2025-06-24,,Processing
SHP001563,ORD001563,Delhivery,2025-06-23,2025-06-29,Delivered
SHP001564,ORD001564,DTDC,2025-04-16,2025-04-21,Delivered
SHP001565,ORD001565,Amazon Logistics,2025-02-13,2025-02-15,Delivered
SHP001566,ORD001566,DTDC,2025-04-03,2025-04-05,Delivered
SHP001567,ORD001567,DTDC,2025-03-28,2025-03-31,Returned
SHP001568,ORD001568,Ekart,2025-06-20,2025-06-22,Delivered
SHP001569,ORD001569,DTDC,2025-05-10,2025-05-15,Delivered
SHP001570,ORD001570,XpressBees,2025-06-03,2025-06-09,Delivered
SHP001571,ORD001571,Ekart,2025-02-01,2025-02-06,Delivered
SHP001572,ORD001572,Amazon Logistics,2025-06-29,2025-07-01,Delivered
SHP001573,ORD001573,Ekart,2025-06-09,2025-06-14,Delivered
SHP001574,ORD001574,Delhivery,2025-04-13,2025-04-15,Delivered
SHP001575,ORD001575,Ekart,2025-02-23,,Processing
SHP001576,ORD001576,DTDC,2025-05-18,2025-05-21,Delivered
SHP001577,ORD001577,BlueDart,2025-02-21,2025-02-25,Delivered
SHP001578,ORD001578,Amazon Logistics,2025-04-23,2025-04-29,Delivered
SHP001579,ORD001579,Amazon Logistics,2025-01-20,,Shipped
SHP001580,ORD001580,XpressBees,2025-06-05,,Pending
SHP001581,ORD001581,XpressBees,2025-06-01,2025-06-07,Delivered
SHP001582,ORD001582,Delhivery,2025-01-13,2025-01-19,Delivered
SHP001583,ORD001583,Ekart,2025-06-24,,Processing
SHP001584,ORD001584,XpressBees,2025-04-24,2025-04-29,Delivered
SHP001585,ORD001585,Amazon Logistics,2025-04-02,,Cancelled
SHP001586,ORD001586,Amazon Logistics,2025-05-17,2025-05-22,Delivered
SHP001587,ORD001587,BlueDart,2025-06-05,2025-06-10,Delivered
SHP001588,ORD001588,Ekart,2025-01-19,2025-01-25,Delivered
SHP001589,ORD001589,XpressBees,2025-01-28,,Shipped
SHP001590,ORD001590,DTDC,2025-04-23,2025-04-28,Delivered
SHP001591,ORD001591,Delhivery,2025-04-24,2025-04-29,Delivered
SHP001592,ORD001592,XpressBees,2025-01-23,,Shipped
SHP001593,ORD001593,Delhivery,2025-06-13,2025-06-18,Delivered
SHP001594,ORD001594,Ekart,2025-03-11,2025-03-13,Delivered
SHP001595,ORD001595,DTDC,2025-02-02,2025-02-05,Delivered
SHP001596,ORD001596,DTDC,2025-03-17,2025-03-21,Delivered
SHP001597,ORD001597,XpressBees,2025-03-02,2025-03-06,Delivered
