Order_ID,Customer_ID,Store_ID,Order_Date,Order_Status,Total_Amount
ORD002568,CUST01621,STR013,2025-02-10,Delivered,17906.1
ORD002569,CUST00478,STR040,2025-05-24,Delivered,116307.0
ORD002570,CUST01675,STR031,2025-02-25,Delivered,121997.15
ORD002571,CUST01901,STR007,2025-02-05,Delivered,110358.0
ORD002572,CUST00976,STR038,2025-05-31,Shipped,10977.6
ORD002573,CUST01423,STR033,2025-02-09,Processing,42877.55
ORD002574,CUST00826,STR030,2025-01-17,Delivered,131030.9
ORD002575,CUST00059,STR015,2025-05-28,Delivered,126167.6
ORD002576,CUST01954,STR036,2025-03-31,Delivered,11205.25
ORD002577,CUST01834,STR013,2025-05-27,Delivered,81345.0
ORD002578,CUST00494,STR005,2025-03-11,Delivered,6499.1
ORD002579,CUST01238,STR036,2025-01-28,Processing,132278.4
ORD002580,CUST00532,STR017,2025-05-15,Delivered,56098.3
ORD002581,CUST01600,STR012,2025-03-19,Processing,115746.5
ORD002582,CUST01593,STR010,2025-03-07,Delivered,36119.05
ORD002583,CUST00801,STR013,2025-06-15,Delivered,96949.2
ORD002584,CUST00607,STR034,2025-01-19,Delivered,49176.75
ORD002585,CUST01299,STR001,2025-04-05,Delivered,204884.8
ORD002586,CUST01968,STR011,2025-02-18,Processing,165908.6
ORD002587,CUST01303,STR040,2025-06-12,Delivered,67462.2
ORD002588,CUST00139,STR017,2025-05-13,Delivered,58872.7
ORD002589,CUST01329,STR041,2025-03-03,Delivered,263408.9
ORD002590,CUST01671,STR010,2025-06-01,Delivered,89295.6
ORD002591,CUST00927,STR017,2025-06-19,Delivered,82137.6
ORD002592,CUST01553,STR014,2025-03-02,Shipped,119734.8
ORD002593,CUST01459,STR023,2025-02-17,Delivered,142016.85
ORD002594,CUST01681,STR046,2025-01-01,Delivered,158836.35
ORD002595,CUST00199,STR027,2025-03-04,Delivered,240435.8
ORD002596,CUST00007,STR039,2025-03-10,Shipped,52226.6
ORD002597,CUST00238,STR011,2025-01-27,Delivered,167564.25
ORD002598,CUST00151,STR006,2025-04-23,Delivered,17198.9
ORD002599,CUST01160,STR014,2025-01-19,Delivered,225015.9
ORD002600,CUST01190,STR017,2025-06-23,Delivered,49142.4
ORD002601,CUST01046,STR049,2025-04-02,Delivered,129118.55
ORD002602,CUST01301,STR022,2025-02-02,Delivered,129903.0
ORD002603,CUST01920,STR033,2025-04-03,Pending,218952.8
ORD002604,CUST00468,STR040,2025-04-15,Delivered,130198.8
ORD002605,CUST00767,STR022,2025-04-27,Shipped,69928.0
ORD002606,CUST01200,STR045,2025-01-25,Delivered,171394.45
ORD002607,CUST01288,STR044,2025-06-16,Delivered,174500.25
ORD002608,CUST00429,STR028,2025-03-25,Delivered,178642.2
ORD002609,CUST00888,STR007,2025-01-18,Delivered,202971.8
ORD002610,CUST00366,STR042,2025-05-16,Delivered,9514.25
ORD002611,CUST01409,STR018,2025-03-30,Cancelled,173736.2
ORD002612,CUST00006,STR045,2025-05-21,Delivered,244651.7
ORD002613,CUST00016,STR015,2025-03-29,Cancelled,95855.75
ORD002614,CUST01070,STR027,2025-04-08,Delivered,174537.3
ORD002615,CUST00391,STR015,2025-01-29,Delivered,130742.95
ORD002616,CUST00603,STR028,2025-03-29,Delivered,88778.45
ORD002617,CUST01062,STR049,2025-01-09,Delivered,148946.65
ORD002618,CUST01569,STR046,2025-04-21,Delivered,305999.85
ORD002619,CUST01342,STR041,2025-04-05,Cancelled,209882.9
ORD002620,CUST01736,STR028,2025-04-11,Delivered,190253.2
ORD002621,CUST01582,STR042,2025-06-12,Delivered,132110.45
ORD002622,CUST01259,STR048,2025-04-14,Delivered,173479.5
ORD002623,CUST01279,STR032,2025-02-17,Cancelled,83010.0
ORD002624,CUST01143,STR025,2025-02-24,Delivered,94618.4
ORD002625,CUST00568,STR022,2025-02-21,Delivered,51833.6
ORD002626,CUST00058,STR016,2025-01-28,Shipped,186208.8
ORD002627,CUST00369,STR030,2025-01-24,Delivered,128199.35
ORD002628,CUST01669,STR032,2025-01-16,Delivered,307015.5
ORD002629,CUST01181,STR002,2025-03-15,Delivered,65655.0
ORD002630,CUST01733,STR011,2025-02-16,Cancelled,161899.3
ORD002631,CUST01334,STR020,2025-02-10,Delivered,117355.5
ORD002632,CUST00734,STR002,2025-03-12,Delivered,169000.35
ORD002633,CUST01039,STR001,2025-06-17,Delivered,94780.0
ORD002634,CUST00626,STR003,2025-01-08,Delivered,79943.2
ORD002635,CUST01723,STR021,2025-02-04,Delivered,10985.6
ORD002636,CUST00765,STR040,2025-05-23,Delivered,211377.65
ORD002637,CUST00401,STR010,2025-06-28,Delivered,148620.5
ORD002638,CUST01697,STR006,2025-02-07,Delivered,217927.4
ORD002639,CUST00484,STR007,2025-02-24,Delivered,87168.65
ORD002640,CUST01246,STR047,2025-04-28,Delivered,168690.2
ORD002641,CUST00620,STR044,2025-02-19,Pending,94981.65
ORD002642,CUST01997,STR005,2025-04-25,Delivered,155670.9
ORD002643,CUST01300,STR046,2025-02-25,Delivered,216163.5
ORD002644,CUST00345,STR042,2025-05-12,Delivered,137517.0
ORD002645,CUST00866,STR045,2025-01-28,Delivered,73595.25
ORD002646,CUST00630,STR013,2025-04-12,Cancelled,113895.75
ORD002647,CUST01545,STR029,2025-05-18,Delivered,42425.2
ORD002648,CUST00919,STR011,2025-01-07,Shipped,203576.3
ORD002649,CUST00656,STR023,2025-01-04,Delivered,39360.9
ORD002650,CUST01650,STR015,2025-01-25,Delivered,85405.85
ORD002651,CUST00684,STR025,2025-05-21,Delivered,45243.9
ORD002652,CUST01711,STR037,2025-02-02,Delivered,3220.2
ORD002653,CUST01185,STR015,2025-03-10,Delivered,102531.0
ORD002654,CUST00140,STR006,2025-06-04,Processing,158414.45
ORD002655,CUST00185,STR024,2025-01-16,Delivered,86889.3
ORD002656,CUST00288,STR014,2025-03-03,Delivered,102660.5
ORD002657,CUST00562,STR006,2025-06-11,Delivered,142516.2
ORD002658,CUST00777,STR040,2025-01-16,Processing,334606.3
ORD002659,CUST00226,STR034,2025-03-04,Shipped,140545.3
ORD002660,CUST01318,STR026,2025-04-19,Delivered,70568.0
ORD002661,CUST01527,STR042,2025-04-01,Delivered,75312.9
ORD002662,CUST00199,STR038,2025-05-27,Delivered,82031.55
ORD002663,CUST00704,STR018,2025-06-27,Delivered,78705.1
ORD002664,CUST00100,STR030,2025-04-07,Cancelled,183047.2
ORD002665,CUST01877,STR023,2025-02-04,Shipped,116873.1
ORD002666,CUST00678,STR011,2025-01-25,Shipped,139592.4
ORD002667,CUST01819,STR025,2025-01-23,Delivered,6986.4
ORD002668,CUST01544,STR036,2025-04-30,Delivered,33582.0
ORD002669,CUST00374,STR044,2025-03-29,Delivered,154154.65
ORD002670,CUST00398,STR024,2025-02-06,Delivered,81375.0
ORD002671,CUST01703,STR028,2025-05-31,Delivered,6330.0
ORD002672,CUST01212,STR047,2025-06-29,Delivered,206838.6
ORD002673,CUST01684,STR008,2025-05-17,Delivered,122981.5
ORD002674,CUST00535,STR038,2025-04-13,Shipped,84267.3
ORD002675,CUST00319,STR042,2025-06-03,Processing,117631.15
ORD002676,CUST00304,STR042,2025-01-13,Delivered,135947.8
ORD002677,CUST00391,STR010,2025-01-27,Delivered,42476.3
ORD002678,CUST00433,STR030,2025-05-01,Delivered,76661.8
ORD002679,CUST00012,STR016,2025-02-20,Delivered,4562.1
ORD002680,CUST00935,STR043,2025-06-23,Shipped,39075.95
ORD002681,CUST00070,STR029,2025-03-01,Delivered,213445.3
ORD002682,CUST01661,STR001,2025-01-20,Cancelled,224984.25
ORD002683,CUST00649,STR028,2025-05-23,Processing,133136.0
ORD002684,CUST01107,STR004,2025-05-20,Delivered,118445.3
ORD002685,CUST00751,STR044,2025-05-27,Delivered,125081.25
ORD002686,CUST01029,STR008,2025-02-22,Delivered,32004.5
ORD002687,CUST00497,STR037,2025-06-28,Delivered,180970.2
ORD002688,CUST01993,STR013,2025-01-13,Delivered,109298.65
ORD002689,CUST00622,STR043,2025-01-02,Delivered,130478.85
ORD002690,CUST00950,STR040,2025-04-04,Delivered,180031.0
ORD002691,CUST00196,STR018,2025-05-16,Delivered,47316.9
ORD002692,CUST00484,STR001,2025-02-01,Delivered,105645.6
ORD002693,CUST00672,STR050,2025-02-26,Delivered,272158.1
ORD002694,CUST00290,STR002,2025-05-28,Delivered,175974.65
ORD002695,CUST01711,STR022,2025-04-29,Pending,20432.6
ORD002696,CUST01617,STR020,2025-03-02,Shipped,114664.35
ORD002697,CUST00177,STR020,2025-06-13,Delivered,22450.0
ORD002698,CUST01190,STR036,2025-03-04,Delivered,58371.8
ORD002699,CUST01529,STR049,2025-05-23,Processing,75368.3
ORD002700,CUST00162,STR022,2025-04-26,Delivered,61010.1
ORD002701,CUST00462,STR008,2025-01-29,Delivered,87552.0
ORD002702,CUST00697,STR001,2025-05-01,Delivered,257663.05
ORD002703,CUST01718,STR040,2025-05-14,Delivered,203094.0
ORD002704,CUST00843,STR026,2025-05-09,Shipped,115287.45
ORD002705,CUST00570,STR041,2025-06-30,Processing,45554.0
ORD002706,CUST01365,STR007,2025-05-22,Delivered,98377.3
ORD002707,CUST00906,STR008,2025-03-26,Pending,25896.6
ORD002708,CUST00399,STR018,2025-02-02,Delivered,115260.85
ORD002709,CUST01550,STR024,2025-04-22,Delivered,189804.1
ORD002710,CUST00348,STR022,2025-06-09,Delivered,4039.2
ORD002711,CUST01002,STR031,2025-02-23,Shipped,249109.35
ORD002712,CUST01414,STR004,2025-06-14,Delivered,200011.25
ORD002713,CUST01590,STR020,2025-04-27,Delivered,253048.1
ORD002714,CUST00316,STR041,2025-01-19,Delivered,198197.4
ORD002715,CUST00563,STR036,2025-04-21,Delivered,39195.0
ORD002716,CUST00009,STR004,2025-05-01,Delivered,188302.2
ORD002717,CUST01191,STR002,2025-01-16,Delivered,95829.45
ORD002718,CUST01469,STR005,2025-05-18,Delivered,82484.7
ORD002719,CUST00534,STR045,2025-04-15,Delivered,237081.7
ORD002720,CUST00328,STR029,2025-04-09,Delivered,13288.15
ORD002721,CUST00121,STR025,2025-05-25,Shipped,114631.3
ORD002722,CUST00863,STR016,2025-04-07,Delivered,123082.05
ORD002723,CUST01862,STR036,2025-03-04,Delivered,69952.4
ORD002724,CUST01319,STR008,2025-01-03,Delivered,15618.0
ORD002725,CUST00568,STR038,2025-04-03,Delivered,32670.9
ORD002726,CUST01264,STR017,2025-04-04,Processing,275280.9
ORD002727,CUST00913,STR019,2025-01-27,Delivered,246764.8
ORD002728,CUST01180,STR034,2025-03-25,Delivered,13051.1
ORD002729,CUST00546,STR049,2025-02-11,Pending,144726.7
ORD002730,CUST00564,STR031,2025-03-06,Returned,95418.5
ORD002731,CUST00121,STR022,2025-06-07,Cancelled,125686.4
ORD002732,CUST00993,STR017,2025-04-14,Pending,192997.75
ORD002733,CUST00889,STR010,2025-04-14,Delivered,40776.3
ORD002734,CUST00124,STR008,2025-05-02,Delivered,71987.1
ORD002735,CUST00629,STR003,2025-05-05,Processing,97628.1
ORD002736,CUST01692,STR034,2025-06-29,Delivered,162138.85
ORD002737,CUST00834,STR046,2025-05-14,Delivered,81980.9
ORD002738,CUST00141,STR025,2025-04-06,Delivered,170450.9
ORD002739,CUST00746,STR005,2025-06-30,Delivered,215694.95
ORD002740,CUST00749,STR039,2025-02-01,Delivered,205001.5
ORD002741,CUST00220,STR006,2025-01-19,Delivered,56559.1
ORD002742,CUST00619,STR022,2025-04-10,Delivered,191659.25
ORD002743,CUST01738,STR033,2025-04-11,Cancelled,108280.35
ORD002744,CUST00573,STR040,2025-01-11,Delivered,88190.6
ORD002745,CUST01053,STR038,2025-05-10,Delivered,142861.2
ORD002746,CUST00483,STR005,2025-06-23,Delivered,43971.0
ORD002747,CUST01249,STR009,2025-04-13,Delivered,70987.7
ORD002748,CUST00433,STR007,2025-03-22,Delivered,91464.3
ORD002749,CUST00154,STR045,2025-06-08,Shipped,31464.0
ORD002750,CUST00303,STR047,2025-06-30,Delivered,128229.95
ORD002751,CUST00090,STR035,2025-05-13,Delivered,95731.8
ORD002752,CUST00595,STR038,2025-01-25,Shipped,79630.4
ORD002753,CUST00629,STR035,2025-05-28,Delivered,73650.5
ORD002754,CUST01917,STR042,2025-06-02,Delivered,144072.2
ORD002755,CUST00227,STR011,2025-04-11,Pending,41778.45
ORD002756,CUST00084,STR050,2025-05-04,Processing,173083.5
ORD002757,CUST00411,STR037,2025-02-18,Processing,168716.9
ORD002758,CUST01645,STR001,2025-01-22,Delivered,98883.75
ORD002759,CUST01676,STR002,2025-01-29,Delivered,196467.7
ORD002760,CUST01230,STR010,2025-05-25,Delivered,156445.0
ORD002761,CUST00634,STR049,2025-03-02,Shipped,137896.05
ORD002762,CUST00219,STR044,2025-04-04,Delivered,147718.25
ORD002763,CUST01225,STR011,2025-03-19,Delivered,179785.65
ORD002764,CUST01209,STR021,2025-01-29,Delivered,171491.8
ORD002765,CUST00150,STR001,2025-05-14,Delivered,3724.95
ORD002766,CUST00840,STR028,2025-05-07,Shipped,152878.1
ORD002767,CUST01390,STR015,2025-03-31,Shipped,67062.0
ORD002768,CUST01397,STR044,2025-03-28,Delivered,25576.65
ORD002769,CUST01397,STR029,2025-01-09,Delivered,72526.0
ORD002770,CUST01931,STR032,2025-06-06,Delivered,116371.25
ORD002771,CUST01603,STR050,2025-05-18,Shipped,102742.5
ORD002772,CUST01657,STR038,2025-01-14,Delivered,81175.0
ORD002773,CUST00746,STR025,2025-02-21,Delivered,173892.25
ORD002774,CUST00694,STR029,2025-04-01,Shipped,77930.8
ORD002775,CUST00831,STR009,2025-06-16,Shipped,131054.55
ORD002776,CUST01181,STR008,2025-05-05,Pending,77827.75
ORD002777,CUST00750,STR012,2025-06-14,Delivered,104100.0
ORD002778,CUST01715,STR043,2025-05-02,Pending,168181.65
ORD002779,CUST00303,STR007,2025-04-28,Delivered,4027.2
ORD002780,CUST01478,STR009,2025-02-16,Delivered,102795.3
ORD002781,CUST01067,STR050,2025-06-13,Delivered,114725.4
ORD002782,CUST00034,STR002,2025-05-06,Processing,65982.4
ORD002783,CUST01851,STR047,2025-01-28,Delivered,38417.4
ORD002784,CUST00486,STR008,2025-06-03,Delivered,149099.1
ORD002785,CUST00203,STR008,2025-03-21,Delivered,278538.0
ORD002786,CUST01389,STR027,2025-01-31,Delivered,89498.45
ORD002787,CUST01266,STR037,2025-05-20,Shipped,166597.6
ORD002788,CUST01790,STR012,2025-02-24,Delivered,47301.8
ORD002789,CUST01639,STR034,2025-06-21,Delivered,111689.2
ORD002790,CUST00170,STR050,2025-01-11,Shipped,14218.4
ORD002791,CUST00563,STR027,2025-06-25,Delivered,142001.4
ORD002792,CUST00915,STR046,2025-02-16,Delivered,117325.0
ORD002793,CUST01235,STR025,2025-02-26,Delivered,79366.2
ORD002794,CUST01689,STR038,2025-03-05,Shipped,122178.4
ORD002795,CUST00289,STR016,2025-02-16,Delivered,162139.8
ORD002796,CUST01182,STR028,2025-01-10,Delivered,187220.55
ORD002797,CUST00169,STR018,2025-01-12,Processing,53553.35
ORD002798,CUST01139,STR016,2025-06-01,Delivered,180744.75
ORD002799,CUST01050,STR003,2025-03-15,Returned,172940.9
ORD002800,CUST01413,STR042,2025-01-14,Delivered,155583.55
ORD002801,CUST00628,STR023,2025-03-03,Shipped,52219.2
ORD002802,CUST00789,STR033,2025-06-28,Delivered,31851.8
ORD002803,CUST00595,STR019,2025-02-14,Delivered,245595.4
ORD002804,CUST01367,STR045,2025-03-09,Processing,3006.45
ORD002805,CUST00809,STR007,2025-06-02,Cancelled,115572.65
ORD002806,CUST01371,STR036,2025-03-15,Delivered,93327.05
ORD002807,CUST01654,STR042,2025-04-21,Delivered,57782.0
ORD002808,CUST00291,STR028,2025-01-25,Delivered,221668.8
ORD002809,CUST01309,STR030,2025-03-05,Delivered,33386.8
ORD002810,CUST00644,STR002,2025-06-03,Returned,82307.35
ORD002811,CUST01226,STR048,2025-03-20,Pending,38976.6
ORD002812,CUST01583,STR032,2025-06-25,Delivered,174224.4
ORD002813,CUST00273,STR014,2025-03-22,Delivered,122428.65
ORD002814,CUST00663,STR023,2025-05-14,Delivered,156568.05
ORD002815,CUST00124,STR037,2025-05-20,Shipped,288728.65
ORD002816,CUST00413,STR024,2025-06-06,Delivered,221086.45
ORD002817,CUST00147,STR040,2025-02-05,Delivered,54857.6
ORD002818,CUST00139,STR044,2025-03-28,Delivered,121057.0
ORD002819,CUST01843,STR018,2025-01-17,Processing,165148.05
ORD002820,CUST00644,STR049,2025-03-11,Delivered,18414.4
ORD002821,CUST01808,STR034,2025-02-21,Processing,149634.1
ORD002822,CUST00604,STR025,2025-05-19,Delivered,151973.9
ORD002823,CUST00219,STR033,2025-06-28,Delivered,109403.35
ORD002824,CUST00519,STR011,2025-02-05,Delivered,140281.2
ORD002825,CUST01578,STR043,2025-03-02,Delivered,59054.4
ORD002826,CUST00448,STR042,2025-03-26,Delivered,113649.3
ORD002827,CUST00624,STR011,2025-01-28,Delivered,16751.8
ORD002828,CUST01693,STR011,2025-03-22,Delivered,191060.45
ORD002829,CUST00345,STR033,2025-05-28,Returned,81275.8
ORD002830,CUST00085,STR020,2025-06-08,Pending,228218.7
ORD002831,CUST00544,STR041,2025-02-22,Delivered,135661.0
ORD002832,CUST01860,STR024,2025-02-06,Delivered,25319.4
ORD002833,CUST01665,STR027,2025-02-19,Cancelled,171670.6
ORD002834,CUST00237,STR025,2025-03-19,Delivered,85368.2
ORD002835,CUST00903,STR020,2025-05-27,Delivered,77354.0
ORD002836,CUST00849,STR024,2025-01-14,Processing,38011.4
ORD002837,CUST00023,STR049,2025-05-12,Delivered,142047.0
ORD002838,CUST00358,STR046,2025-02-04,Delivered,107558.0
ORD002839,CUST00959,STR028,2025-04-10,Delivered,105583.6
ORD002840,CUST00864,STR022,2025-05-10,Cancelled,61929.6
ORD002841,CUST01935,STR003,2025-02-21,Delivered,149080.15
ORD002842,CUST01732,STR025,2025-03-20,Shipped,171437.4
ORD002843,CUST00277,STR027,2025-05-15,Shipped,216320.85
ORD002844,CUST00974,STR015,2025-03-30,Delivered,107346.55
ORD002845,CUST00940,STR036,2025-02-01,Delivered,82041.0
ORD002846,CUST00724,STR024,2025-01-12,Delivered,67591.9
ORD002847,CUST00513,STR003,2025-02-16,Delivered,100587.7
ORD002848,CUST00519,STR022,2025-04-07,Delivered,5361.6
ORD002849,CUST00156,STR020,2025-03-10,Delivered,44891.95
ORD002850,CUST00943,STR004,2025-02-03,Processing,206792.5
ORD002851,CUST00076,STR034,2025-01-10,Shipped,98681.25
ORD002852,CUST01902,STR043,2025-02-06,Cancelled,39069.5
ORD002853,CUST00975,STR004,2025-02-27,Shipped,68542.25
ORD002854,CUST00894,STR031,2025-03-25,Delivered,73407.95
ORD002855,CUST00472,STR003,2025-06-27,Delivered,59682.8
ORD002856,CUST00609,STR034,2025-01-11,Delivered,16160.2
ORD002857,CUST01150,STR024,2025-02-25,Cancelled,171638.95
ORD002858,CUST01194,STR011,2025-01-09,Delivered,47784.45
ORD002859,CUST00106,STR015,2025-02-04,Pending,102472.35
ORD002860,CUST01336,STR025,2025-02-28,Delivered,263471.0
ORD002861,CUST00347,STR038,2025-04-14,Pending,32853.6
ORD002862,CUST01551,STR046,2025-06-16,Processing,174977.1
ORD002863,CUST01624,STR022,2025-02-14,Delivered,191584.85
ORD002864,CUST01850,STR025,2025-06-02,Delivered,46360.85
ORD002865,CUST01350,STR009,2025-02-08,Delivered,16953.7
ORD002866,CUST00006,STR023,2025-03-02,Delivered,206087.3
ORD002867,CUST00944,STR019,2025-01-12,Processing,118225.05
ORD002868,CUST00085,STR043,2025-03-01,Delivered,110624.1
ORD002869,CUST00274,STR029,2025-05-17,Delivered,82724.6
ORD002870,CUST01901,STR010,2025-03-14,Delivered,126603.5
ORD002871,CUST01874,STR033,2025-02-24,Shipped,46446.8
ORD002872,CUST01997,STR024,2025-05-20,Delivered,27067.5
ORD002873,CUST01199,STR021,2025-04-02,Delivered,231786.9
ORD002874,CUST01755,STR004,2025-02-25,Returned,44346.0
ORD002875,CUST01180,STR041,2025-01-25,Delivered,24588.0
ORD002876,CUST00876,STR039,2025-01-01,Delivered,74720.3
ORD002877,CUST01452,STR034,2025-03-27,Shipped,202553.9
ORD002878,CUST00727,STR040,2025-05-12,Delivered,201452.45
ORD002879,CUST00847,STR014,2025-01-15,Cancelled,166594.1
ORD002880,CUST01479,STR029,2025-02-16,Shipped,73694.4
ORD002881,CUST01708,STR021,2025-01-12,Processing,110313.8
ORD002882,CUST01058,STR039,2025-05-31,Processing,23236.05
ORD002883,CUST00250,STR041,2025-04-09,Shipped,210283.8
ORD002884,CUST00236,STR015,2025-05-24,Returned,84000.5
ORD002885,CUST00353,STR005,2025-02-07,Delivered,150770.8
ORD002886,CUST00736,STR035,2025-06-20,Delivered,261234.7
ORD002887,CUST01510,STR011,2025-05-02,Delivered,39483.0
ORD002888,CUST00029,STR001,2025-01-04,Delivered,56982.3
ORD002889,CUST01779,STR039,2025-04-15,Shipped,139305.8
ORD002890,CUST00550,STR021,2025-05-24,Pending,216472.2
ORD002891,CUST01635,STR001,2025-02-26,Delivered,179412.45
ORD002892,CUST00461,STR048,2025-03-17,Delivered,148513.2
ORD002893,CUST01573,STR018,2025-05-29,Delivered,116945.5
ORD002894,CUST00343,STR016,2025-06-09,Delivered,116260.7
ORD002895,CUST01417,STR030,2025-02-06,Delivered,225637.4
ORD002896,CUST01601,STR008,2025-05-31,Cancelled,285211.65
ORD002897,CUST01874,STR049,2025-05-09,Delivered,13905.0
ORD002898,CUST00729,STR008,2025-02-01,Delivered,239289.45
ORD002899,CUST00322,STR028,2025-01-21,Delivered,160608.6
ORD002900,CUST01844,STR040,2025-02-06,Delivered,132871.15
ORD002901,CUST00144,STR015,2025-06-08,Cancelled,27644.95
ORD002902,CUST00916,STR045,2025-02-20,Delivered,60224.7
ORD002903,CUST01535,STR049,2025-05-07,Delivered,25483.75
ORD002904,CUST01413,STR048,2025-05-26,Processing,267966.9
ORD002905,CUST01391,STR039,2025-02-21,Pending,179950.6
ORD002906,CUST00732,STR017,2025-04-22,Delivered,126962.8
ORD002907,CUST00118,STR012,2025-06-18,Delivered,28167.65
ORD002908,CUST00244,STR003,2025-01-18,Shipped,270348.8
ORD002909,CUST01440,STR010,2025-01-13,Delivered,79716.65
ORD002910,CUST01514,STR009,2025-04-11,Delivered,39589.6
ORD002911,CUST00754,STR042,2025-03-22,Delivered,163153.8
ORD002912,CUST01180,STR010,2025-04-14,Delivered,7378.0
ORD002913,CUST01290,STR032,2025-01-05,Delivered,61926.4
ORD002914,CUST01084,STR002,2025-02-16,Processing,37143.3
ORD002915,CUST00415,STR041,2025-05-11,Delivered,104439.95
ORD002916,CUST01978,STR027,2025-04-11,Delivered,207070.65
ORD002917,CUST01521,STR025,2025-04-28,Delivered,157401.8
ORD002918,CUST01489,STR006,2025-02-26,Shipped,19510.2
ORD002919,CUST00382,STR026,2025-04-26,Delivered,54482.7
ORD002920,CUST00208,STR035,2025-04-19,Delivered,60301.8
ORD002921,CUST00992,STR030,2025-02-23,Delivered,89347.1
ORD002922,CUST00669,STR026,2025-04-17,Delivered,148142.55
ORD002923,CUST00976,STR048,2025-01-27,Delivered,50720.4
ORD002924,CUST00862,STR020,2025-02-07,Delivered,157541.05
ORD002925,CUST00573,STR032,2025-02-26,Delivered,35450.1
ORD002926,CUST00347,STR050,2025-06-25,Delivered,86956.6
ORD002927,CUST01266,STR025,2025-03-16,Delivered,106137.25
ORD002928,CUST00121,STR013,2025-03-12,Delivered,306735.05
ORD002929,CUST01549,STR026,2025-05-23,Processing,148909.1
ORD002930,CUST01943,STR031,2025-04-10,Delivered,82654.0
ORD002931,CUST01114,STR029,2025-02-09,Delivered,203916.15
ORD002932,CUST00689,STR009,2025-04-03,Delivered,131342.0
ORD002933,CUST00619,STR010,2025-02-17,Delivered,85214.4
ORD002934,CUST01682,STR027,2025-06-17,Pending,77950.95
ORD002935,CUST00130,STR013,2025-04-17,Delivered,43755.2
ORD002936,CUST00014,STR026,2025-02-02,Processing,49780.8
ORD002937,CUST00140,STR013,2025-04-20,Processing,232302.7
ORD002938,CUST01048,STR043,2025-03-16,Processing,7196.25
ORD002939,CUST01466,STR050,2025-04-21,Cancelled,268461.4
ORD002940,CUST00418,STR014,2025-05-26,Delivered,213321.1
ORD002941,CUST01489,STR050,2025-03-06,Delivered,38121.1
ORD002942,CUST01741,STR011,2025-05-14,Delivered,88778.7
ORD002943,CUST01694,STR033,2025-01-15,Delivered,86296.1
ORD002944,CUST01622,STR034,2025-04-22,Pending,155142.6
ORD002945,CUST00691,STR006,2025-03-29,Delivered,40536.0
ORD002946,CUST00231,STR010,2025-05-27,Delivered,149535.8
ORD002947,CUST00005,STR037,2025-02-18,Delivered,76547.2
ORD002948,CUST01926,STR032,2025-02-22,Delivered,68122.35
ORD002949,CUST00070,STR035,2025-06-13,Delivered,330916.7
ORD002950,CUST01256,STR009,2025-04-06,Delivered,14919.75
ORD002951,CUST01952,STR004,2025-05-09,Delivered,108235.3
ORD002952,CUST00669,STR046,2025-06-25,Delivered,38294.4
ORD002953,CUST00931,STR001,2025-02-10,Delivered,83382.45
ORD002954,CUST00903,STR048,2025-02-22,Delivered,140472.4
ORD002955,CUST01745,STR019,2025-05-12,Delivered,12443.0
ORD002956,CUST00823,STR012,2025-05-16,Delivered,51740.0
ORD002957,CUST01427,STR006,2025-01-20,Delivered,113151.55
ORD002958,CUST00789,STR039,2025-05-18,Pending,124329.8
ORD002959,CUST00969,STR009,2025-06-04,Processing,719.95
ORD002960,CUST01671,STR017,2025-04-09,Delivered,53042.55
ORD002961,CUST00403,STR023,2025-01-15,Delivered,9649.2
ORD002962,CUST01477,STR049,2025-02-11,Processing,57009.0
ORD002963,CUST00534,STR032,2025-04-18,Delivered,47213.1
ORD002964,CUST01323,STR024,2025-03-10,Delivered,182418.2
ORD002965,CUST00597,STR007,2025-05-13,Delivered,174503.5
ORD002966,CUST00170,STR024,2025-03-07,Pending,157970.2
ORD002967,CUST00159,STR033,2025-05-06,Shipped,8133.6
ORD002968,CUST00445,STR032,2025-04-04,Processing,268412.8
ORD002969,CUST01502,STR050,2025-01-25,Delivered,137013.65
ORD002970,CUST00375,STR022,2025-06-16,Delivered,86657.4
ORD002971,CUST00943,STR009,2025-03-17,Cancelled,62919.6
ORD002972,CUST00990,STR015,2025-06-13,Shipped,41654.7
ORD002973,CUST00235,STR047,2025-04-15,Delivered,14784.85
ORD002974,CUST01129,STR022,2025-06-24,Delivered,222818.0
ORD002975,CUST00427,STR015,2025-03-15,Delivered,79115.2
ORD002976,CUST01355,STR039,2025-05-16,Cancelled,44847.25
ORD002977,CUST01716,STR014,2025-06-13,Delivered,225620.85
ORD002978,CUST01005,STR041,2025-05-22,Delivered,107361.1
ORD002979,CUST00700,STR026,2025-02-01,Processing,38001.9
ORD002980,CUST00645,STR050,2025-05-25,Delivered,105210.1
ORD002981,CUST00688,STR036,2025-04-14,Shipped,190869.8
ORD002982,CUST01711,STR011,2025-06-14,Processing,171467.65
ORD002983,CUST00825,STR026,2025-06-29,Pending,236266.55
ORD002984,CUST00887,STR023,2025-03-22,Cancelled,58906.8
ORD002985,CUST00491,STR034,2025-03-19,Delivered,196789.25
ORD002986,CUST01738,STR001,2025-05-31,Shipped,95205.3
ORD002987,CUST00557,STR028,2025-04-11,Shipped,142950.6
ORD002988,CUST00933,STR039,2025-06-07,Delivered,1239.0
ORD002989,CUST00352,STR043,2025-03-13,Delivered,25876.8
ORD002990,CUST01175,STR024,2025-04-03,Delivered,108571.2
ORD002991,CUST01587,STR028,2025-05-30,Delivered,138690.15
