Inventory_ID,Store_ID,Product_ID,Stock,Reorder_Level,Last_Updated
INV000536,STR011,PROD0036,310,45,2025-06-30
INV000537,STR011,PROD0037,49,42,2025-06-30
INV000538,STR011,PROD0038,475,59,2025-06-30
INV000539,STR011,PROD0039,211,52,2025-06-30
INV000540,STR011,PROD0040,167,47,2025-06-30
INV000541,STR011,PROD0041,372,70,2025-06-30
INV000542,STR011,PROD0042,196,57,2025-06-30
INV000543,STR011,PROD0043,381,25,2025-06-30
INV000544,STR011,PROD0044,124,58,2025-06-30
INV000545,STR011,PROD0045,164,49,2025-06-30
INV000546,STR011,PROD0046,155,75,2025-06-30
INV000547,STR011,PROD0047,394,44,2025-06-30
INV000548,STR011,PROD0048,489,30,2025-06-30
INV000549,STR011,PROD0049,316,79,2025-06-30
INV000550,STR011,PROD0050,235,43,2025-06-30
INV000551,STR012,PROD0001,95,98,2025-06-30
INV000552,STR012,PROD0002,224,26,2025-06-30
INV000553,STR012,PROD0003,450,68,2025-06-30
INV000554,STR012,PROD0004,466,82,2025-06-30
INV000555,STR012,PROD0005,43,91,2025-06-30
INV000556,STR012,PROD0006,249,41,2025-06-30
INV000557,STR012,PROD0007,418,90,2025-06-30
INV000558,STR012,PROD0008,465,35,2025-06-30
INV000559,STR012,PROD0009,315,21,2025-06-30
INV000560,STR012,PROD0010,369,23,2025-06-30
INV000561,STR012,PROD0011,158,86,2025-06-30
INV000562,STR012,PROD0012,72,20,2025-06-30
INV000563,STR012,PROD0013,322,28,2025-06-30
INV000564,STR012,PROD0014,446,76,2025-06-30
INV000565,STR012,PROD0015,46,93,2025-06-30
INV000566,STR012,PROD0016,208,66,2025-06-30
INV000567,STR012,PROD0017,310,70,2025-06-30
INV000568,STR012,PROD0018,403,76,2025-06-30
INV000569,STR012,PROD0019,250,53,2025-06-30
INV000570,STR012,PROD0020,95,92,2025-06-30
INV000571,STR012,PROD0021,152,48,2025-06-30
INV000572,STR012,PROD0022,154,28,2025-06-30
INV000573,STR012,PROD0023,474,38,2025-06-30
INV000574,STR012,PROD0024,81,72,2025-06-30
INV000575,STR012,PROD0025,334,60,2025-06-30
INV000576,STR012,PROD0026,285,53,2025-06-30
INV000577,STR012,PROD0027,393,65,2025-06-30
INV000578,STR012,PROD0028,200,88,2025-06-30
INV000579,STR012,PROD0029,381,34,2025-06-30
INV000580,STR012,PROD0030,188,88,2025-06-30
INV000581,STR012,PROD0031,261,26,2025-06-30
INV000582,STR012,PROD0032,466,30,2025-06-30
INV000583,STR012,PROD0033,328,45,2025-06-30
INV000584,STR012,PROD0034,454,50,2025-06-30
INV000585,STR012,PROD0035,235,63,2025-06-30
INV000586,STR012,PROD0036,241,57,2025-06-30
INV000587,STR012,PROD0037,263,50,2025-06-30
INV000588,STR012,PROD0038,336,90,2025-06-30
INV000589,STR012,PROD0039,242,55,2025-06-30
INV000590,STR012,PROD0040,394,44,2025-06-30
INV000591,STR012,PROD0041,351,93,2025-06-30
INV000592,STR012,PROD0042,161,60,2025-06-30
INV000593,STR012,PROD0043,315,95,2025-06-30
INV000594,STR012,PROD0044,381,81,2025-06-30
INV000595,STR012,PROD0045,273,73,2025-06-30
INV000596,STR012,PROD0046,385,49,2025-06-30
INV000597,STR012,PROD0047,323,53,2025-06-30
INV000598,STR012,PROD0048,104,42,2025-06-30
INV000599,STR012,PROD0049,500,89,2025-06-30
INV000600,STR012,PROD0050,270,41,2025-06-30
INV000601,STR013,PROD0001,48,43,2025-06-30
INV000602,STR013,PROD0002,135,81,2025-06-30
INV000603,STR013,PROD0003,216,96,2025-06-30
INV000604,STR013,PROD0004,273,54,2025-06-30
INV000605,STR013,PROD0005,127,84,2025-06-30
INV000606,STR013,PROD0006,131,31,2025-06-30
INV000607,STR013,PROD0007,443,97,2025-06-30
INV000608,STR013,PROD0008,329,100,2025-06-30
INV000609,STR013,PROD0009,466,34,2025-06-30
INV000610,STR013,PROD0010,434,57,2025-06-30
INV000611,STR013,PROD0011,288,28,2025-06-30
INV000612,STR013,PROD0012,104,88,2025-06-30
INV000613,STR013,PROD0013,87,21,2025-06-30
INV000614,STR013,PROD0014,261,90,2025-06-30
INV000615,STR013,PROD0015,259,50,2025-06-30
INV000616,STR013,PROD0016,327,75,2025-06-30
INV000617,STR013,PROD0017,357,73,2025-06-30
INV000618,STR013,PROD0018,350,70,2025-06-30
INV000619,STR013,PROD0019,133,99,2025-06-30
INV000620,STR013,PROD0020,354,43,2025-06-30
INV000621,STR013,PROD0021,220,44,2025-06-30
INV000622,STR013,PROD0022,7,57,2025-06-30
INV000623,STR013,PROD0023,495,68,2025-06-30
INV000624,STR013,PROD0024,213,45,2025-06-30
INV000625,STR013,PROD0025,456,53,2025-06-30
INV000626,STR013,PROD0026,476,100,2025-06-30
INV000627,STR013,PROD0027,340,70,2025-06-30
INV000628,STR013,PROD0028,251,56,2025-06-30
INV000629,STR013,PROD0029,300,49,2025-06-30
INV000630,STR013,PROD0030,30,66,2025-06-30
INV000631,STR013,PROD0031,128,67,2025-06-30
INV000632,STR013,PROD0032,491,63,2025-06-30
INV000633,STR013,PROD0033,271,74,2025-06-30
INV000634,STR013,PROD0034,262,27,2025-06-30
INV000635,STR013,PROD0035,135,40,2025-06-30
INV000636,STR013,PROD0036,489,49,2025-06-30
INV000637,STR013,PROD0037,442,43,2025-06-30
INV000638,STR013,PROD0038,52,62,2025-06-30
INV000639,STR013,PROD0039,335,48,2025-06-30
INV000640,STR013,PROD0040,87,94,2025-06-30
INV000641,STR013,PROD0041,88,60,2025-06-30
INV000642,STR013,PROD0042,304,87,2025-06-30
INV000643,STR013,PROD0043,369,97,2025-06-30
INV000644,STR013,PROD0044,43,24,2025-06-30
INV000645,STR013,PROD0045,489,26,2025-06-30
INV000646,STR013,PROD0046,434,81,2025-06-30
INV000647,STR013,PROD0047,423,92,2025-06-30
INV000648,STR013,PROD0048,307,43,2025-06-30
INV000649,STR013,PROD0049,86,70,2025-06-30
INV000650,STR013,PROD0050,192,58,2025-06-30
INV000651,STR014,PROD0001,237,25,2025-06-30
INV000652,STR014,PROD0002,84,38,2025-06-30
INV000653,STR014,PROD0003,95,95,2025-06-30
INV000654,STR014,PROD0004,194,100,2025-06-30
INV000655,STR014,PROD0005,229,41,2025-06-30
INV000656,STR014,PROD0006,206,69,2025-06-30
INV000657,STR014,PROD0007,175,35,2025-06-30
INV000658,STR014,PROD0008,344,46,2025-06-30
INV000659,STR014,PROD0009,329,85,2025-06-30
INV000660,STR014,PROD0010,424,42,2025-06-30
INV000661,STR014,PROD0011,50,34,2025-06-30
INV000662,STR014,PROD0012,172,25,2025-06-30
INV000663,STR014,PROD0013,58,68,2025-06-30
INV000664,STR014,PROD0014,409,63,2025-06-30
INV000665,STR014,PROD0015,281,71,2025-06-30
INV000666,STR014,PROD0016,407,81,2025-06-30
INV000667,STR014,PROD0017,139,30,2025-06-30
INV000668,STR014,PROD0018,415,71,2025-06-30
INV000669,STR014,PROD0019,27,87,2025-06-30
INV000670,STR014,PROD0020,294,52,2025-06-30
INV000671,STR014,PROD0021,75,65,2025-06-30
INV000672,STR014,PROD0022,264,83,2025-06-30
INV000673,STR014,PROD0023,45,60,2025-06-30
INV000674,STR014,PROD0024,431,32,2025-06-30
INV000675,STR014,PROD0025,233,70,2025-06-30
INV000676,STR014,PROD0026,210,77,2025-06-30
INV000677,STR014,PROD0027,417,81,2025-06-30
INV000678,STR014,PROD0028,389,56,2025-06-30
INV000679,STR014,PROD0029,452,99,2025-06-30
INV000680,STR014,PROD0030,410,27,2025-06-30
INV000681,STR014,PROD0031,210,51,2025-06-30
INV000682,STR014,PROD0032,329,26,2025-06-30
INV000683,STR014,PROD0033,395,93,2025-06-30
INV000684,STR014,PROD0034,135,50,2025-06-30
INV000685,STR014,PROD0035,241,53,2025-06-30
INV000686,STR014,PROD0036,139,93,2025-06-30
INV000687,STR014,PROD0037,407,91,2025-06-30
INV000688,STR014,PROD0038,218,49,2025-06-30
INV000689,STR014,PROD0039,399,75,2025-06-30
INV000690,STR014,PROD0040,194,63,2025-06-30
INV000691,STR014,PROD0041,455,44,2025-06-30
INV000692,STR014,PROD0042,160,66,2025-06-30
INV000693,STR014,PROD0043,430,56,2025-06-30
INV000694,STR014,PROD0044,387,56,2025-06-30
INV000695,STR014,PROD0045,350,77,2025-06-30
INV000696,STR014,PROD0046,13,100,2025-06-30
INV000697,STR014,PROD0047,46,55,2025-06-30
INV000698,STR014,PROD0048,35,35,2025-06-30
INV000699,STR014,PROD0049,464,83,2025-06-30
INV000700,STR014,PROD0050,484,80,2025-06-30
INV000701,STR015,PROD0001,163,74,2025-06-30
INV000702,STR015,PROD0002,168,69,2025-06-30
INV000703,STR015,PROD0003,116,87,2025-06-30
INV000704,STR015,PROD0004,132,29,2025-06-30
INV000705,STR015,PROD0005,400,37,2025-06-30
INV000706,STR015,PROD0006,90,89,2025-06-30
INV000707,STR015,PROD0007,383,29,2025-06-30
INV000708,STR015,PROD0008,102,67,2025-06-30
INV000709,STR015,PROD0009,321,71,2025-06-30
INV000710,STR015,PROD0010,271,90,2025-06-30
INV000711,STR015,PROD0011,494,85,2025-06-30
INV000712,STR015,PROD0012,204,82,2025-06-30
INV000713,STR015,PROD0013,54,86,2025-06-30
INV000714,STR015,PROD0014,385,38,2025-06-30
INV000715,STR015,PROD0015,44,99,2025-06-30
INV000716,STR015,PROD0016,204,83,2025-06-30
INV000717,STR015,PROD0017,97,73,2025-06-30
INV000718,STR015,PROD0018,407,49,2025-06-30
INV000719,STR015,PROD0019,116,55,2025-06-30
INV000720,STR015,PROD0020,418,46,2025-06-30
INV000721,STR015,PROD0021,9,41,2025-06-30
INV000722,STR015,PROD0022,332,45,2025-06-30
INV000723,STR015,PROD0023,26,62,2025-06-30
INV000724,STR015,PROD0024,306,70,2025-06-30
INV000725,STR015,PROD0025,306,45,2025-06-30
INV000726,STR015,PROD0026,290,34,2025-06-30
INV000727,STR015,PROD0027,474,71,2025-06-30
INV000728,STR015,PROD0028,144,31,2025-06-30
INV000729,STR015,PROD0029,422,94,2025-06-30
INV000730,STR015,PROD0030,468,54,2025-06-30
INV000731,STR015,PROD0031,449,24,2025-06-30
INV000732,STR015,PROD0032,352,51,2025-06-30
INV000733,STR015,PROD0033,469,82,2025-06-30
INV000734,STR015,PROD0034,408,69,2025-06-30
INV000735,STR015,PROD0035,216,64,2025-06-30
INV000736,STR015,PROD0036,31,67,2025-06-30
INV000737,STR015,PROD0037,244,54,2025-06-30
INV000738,STR015,PROD0038,12,22,2025-06-30
INV000739,STR015,PROD0039,276,36,2025-06-30
INV000740,STR015,PROD0040,16,82,2025-06-30
INV000741,STR015,PROD0041,282,95,2025-06-30
INV000742,STR015,PROD0042,198,60,2025-06-30
INV000743,STR015,PROD0043,484,79,2025-06-30
INV000744,STR015,PROD0044,363,30,2025-06-30
INV000745,STR015,PROD0045,297,54,2025-06-30
INV000746,STR015,PROD0046,417,100,2025-06-30
INV000747,STR015,PROD0047,351,26,2025-06-30
INV000748,STR015,PROD0048,134,60,2025-06-30
INV000749,STR015,PROD0049,157,43,2025-06-30
INV000750,STR015,PROD0050,368,25,2025-06-30
INV000751,STR016,PROD0001,67,96,2025-06-30
INV000752,STR016,PROD0002,458,41,2025-06-30
INV000753,STR016,PROD0003,291,24,2025-06-30
INV000754,STR016,PROD0004,423,53,2025-06-30
INV000755,STR016,PROD0005,261,40,2025-06-30
INV000756,STR016,PROD0006,198,98,2025-06-30
INV000757,STR016,PROD0007,267,48,2025-06-30
INV000758,STR016,PROD0008,404,23,2025-06-30
INV000759,STR016,PROD0009,500,30,2025-06-30
INV000760,STR016,PROD0010,132,75,2025-06-30
INV000761,STR016,PROD0011,355,31,2025-06-30
INV000762,STR016,PROD0012,406,87,2025-06-30
INV000763,STR016,PROD0013,177,68,2025-06-30
INV000764,STR016,PROD0014,242,80,2025-06-30
INV000765,STR016,PROD0015,401,52,2025-06-30
INV000766,STR016,PROD0016,36,82,2025-06-30
INV000767,STR016,PROD0017,496,63,2025-06-30
INV000768,STR016,PROD0018,124,88,2025-06-30
INV000769,STR016,PROD0019,340,63,2025-06-30
INV000770,STR016,PROD0020,111,20,2025-06-30
INV000771,STR016,PROD0021,80,81,2025-06-30
INV000772,STR016,PROD0022,362,70,2025-06-30
INV000773,STR016,PROD0023,485,94,2025-06-30
INV000774,STR016,PROD0024,84,20,2025-06-30
INV000775,STR016,PROD0025,271,21,2025-06-30
INV000776,STR016,PROD0026,245,53,2025-06-30
INV000777,STR016,PROD0027,481,29,2025-06-30
INV000778,STR016,PROD0028,73,43,2025-06-30
INV000779,STR016,PROD0029,133,25,2025-06-30
INV000780,STR016,PROD0030,71,93,2025-06-30
INV000781,STR016,PROD0031,114,81,2025-06-30
INV000782,STR016,PROD0032,471,45,2025-06-30
INV000783,STR016,PROD0033,103,66,2025-06-30
INV000784,STR016,PROD0034,436,81,2025-06-30
INV000785,STR016,PROD0035,160,26,2025-06-30
INV000786,STR016,PROD0036,442,38,2025-06-30
INV000787,STR016,PROD0037,66,64,2025-06-30
INV000788,STR016,PROD0038,144,73,2025-06-30
INV000789,STR016,PROD0039,343,55,2025-06-30
INV000790,STR016,PROD0040,152,66,2025-06-30
INV000791,STR016,PROD0041,197,67,2025-06-30
INV000792,STR016,PROD0042,106,96,2025-06-30
INV000793,STR016,PROD0043,93,63,2025-06-30
INV000794,STR016,PROD0044,446,90,2025-06-30
INV000795,STR016,PROD0045,16,54,2025-06-30
INV000796,STR016,PROD0046,125,87,2025-06-30
INV000797,STR016,PROD0047,132,89,2025-06-30
INV000798,STR016,PROD0048,295,72,2025-06-30
INV000799,STR016,PROD0049,112,96,2025-06-30
INV000800,STR016,PROD0050,161,63,2025-06-30
INV000801,STR017,PROD0001,79,90,2025-06-30
INV000802,STR017,PROD0002,4,97,2025-06-30
INV000803,STR017,PROD0003,24,93,2025-06-30
INV000804,STR017,PROD0004,18,78,2025-06-30
INV000805,STR017,PROD0005,80,83,2025-06-30
INV000806,STR017,PROD0006,344,74,2025-06-30
INV000807,STR017,PROD0007,232,87,2025-06-30
INV000808,STR017,PROD0008,79,86,2025-06-30
INV000809,STR017,PROD0009,223,75,2025-06-30
INV000810,STR017,PROD0010,350,49,2025-06-30
INV000811,STR017,PROD0011,75,87,2025-06-30
INV000812,STR017,PROD0012,446,86,2025-06-30
INV000813,STR017,PROD0013,278,25,2025-06-30
INV000814,STR017,PROD0014,174,81,2025-06-30
INV000815,STR017,PROD0015,60,91,2025-06-30
INV000816,STR017,PROD0016,257,74,2025-06-30
INV000817,STR017,PROD0017,163,53,2025-06-30
INV000818,STR017,PROD0018,218,35,2025-06-30
INV000819,STR017,PROD0019,145,22,2025-06-30
INV000820,STR017,PROD0020,134,51,2025-06-30
INV000821,STR017,PROD0021,156,80,2025-06-30
INV000822,STR017,PROD0022,421,43,2025-06-30
INV000823,STR017,PROD0023,34,62,2025-06-30
INV000824,STR017,PROD0024,171,79,2025-06-30
INV000825,STR017,PROD0025,372,64,2025-06-30
INV000826,STR017,PROD0026,226,42,2025-06-30
INV000827,STR017,PROD0027,364,75,2025-06-30
INV000828,STR017,PROD0028,183,81,2025-06-30
INV000829,STR017,PROD0029,113,85,2025-06-30
INV000830,STR017,PROD0030,95,97,2025-06-30
INV000831,STR017,PROD0031,416,51,2025-06-30
INV000832,STR017,PROD0032,369,98,2025-06-30
INV000833,STR017,PROD0033,251,98,2025-06-30
INV000834,STR017,PROD0034,40,68,2025-06-30
INV000835,STR017,PROD0035,87,29,2025-06-30
INV000836,STR017,PROD0036,180,39,2025-06-30
INV000837,STR017,PROD0037,413,77,2025-06-30
INV000838,STR017,PROD0038,392,92,2025-06-30
INV000839,STR017,PROD0039,439,57,2025-06-30
INV000840,STR017,PROD0040,282,80,2025-06-30
INV000841,STR017,PROD0041,196,60,2025-06-30
INV000842,STR017,PROD0042,41,45,2025-06-30
INV000843,STR017,PROD0043,193,59,2025-06-30
INV000844,STR017,PROD0044,292,98,2025-06-30
INV000845,STR017,PROD0045,419,48,2025-06-30
INV000846,STR017,PROD0046,266,27,2025-06-30
INV000847,STR017,PROD0047,404,61,2025-06-30
INV000848,STR017,PROD0048,191,58,2025-06-30
INV000849,STR017,PROD0049,346,88,2025-06-30
INV000850,STR017,PROD0050,407,61,2025-06-30
INV000851,STR018,PROD0001,307,22,2025-06-30
INV000852,STR018,PROD0002,88,20,2025-06-30
INV000853,STR018,PROD0003,198,58,2025-06-30
INV000854,STR018,PROD0004,228,34,2025-06-30
INV000855,STR018,PROD0005,406,41,2025-06-30
INV000856,STR018,PROD0006,350,29,2025-06-30
INV000857,STR018,PROD0007,15,46,2025-06-30
INV000858,STR018,PROD0008,121,75,2025-06-30
INV000859,STR018,PROD0009,36,98,2025-06-30
INV000860,STR018,PROD0010,348,70,2025-06-30
INV000861,STR018,PROD0011,81,99,2025-06-30
INV000862,STR018,PROD0012,104,29,2025-06-30
INV000863,STR018,PROD0013,226,22,2025-06-30
INV000864,STR018,PROD0014,291,30,2025-06-30
INV000865,STR018,PROD0015,400,82,2025-06-30
INV000866,STR018,PROD0016,208,98,2025-06-30
INV000867,STR018,PROD0017,17,37,2025-06-30
INV000868,STR018,PROD0018,247,75,2025-06-30
INV000869,STR018,PROD0019,461,95,2025-06-30
INV000870,STR018,PROD0020,101,37,2025-06-30
INV000871,STR018,PROD0021,399,20,2025-06-30
INV000872,STR018,PROD0022,29,92,2025-06-30
INV000873,STR018,PROD0023,375,64,2025-06-30
INV000874,STR018,PROD0024,65,45,2025-06-30
INV000875,STR018,PROD0025,158,99,2025-06-30
INV000876,STR018,PROD0026,469,100,2025-06-30
INV000877,STR018,PROD0027,388,85,2025-06-30
INV000878,STR018,PROD0028,49,58,2025-06-30
INV000879,STR018,PROD0029,90,72,2025-06-30
INV000880,STR018,PROD0030,182,70,2025-06-30
INV000881,STR018,PROD0031,34,95,2025-06-30
INV000882,STR018,PROD0032,132,91,2025-06-30
INV000883,STR018,PROD0033,276,77,2025-06-30
INV000884,STR018,PROD0034,215,59,2025-06-30
INV000885,STR018,PROD0035,481,25,2025-06-30
INV000886,STR018,PROD0036,222,48,2025-06-30
INV000887,STR018,PROD0037,26,36,2025-06-30
INV000888,STR018,PROD0038,156,81,2025-06-30
INV000889,STR018,PROD0039,326,78,2025-06-30
INV000890,STR018,PROD0040,433,29,2025-06-30
INV000891,STR018,PROD0041,148,88,2025-06-30
INV000892,STR018,PROD0042,179,69,2025-06-30
INV000893,STR018,PROD0043,364,100,2025-06-30
INV000894,STR018,PROD0044,272,31,2025-06-30
INV000895,STR018,PROD0045,307,24,2025-06-30
INV000896,STR018,PROD0046,159,48,2025-06-30
INV000897,STR018,PROD0047,245,53,2025-06-30
INV000898,STR018,PROD0048,389,74,2025-06-30
INV000899,STR018,PROD0049,448,32,2025-06-30
INV000900,STR018,PROD0050,437,67,2025-06-30
INV000901,STR019,PROD0001,4,39,2025-06-30
INV000902,STR019,PROD0002,173,90,2025-06-30
INV000903,STR019,PROD0003,494,75,2025-06-30
INV000904,STR019,PROD0004,8,38,2025-06-30
INV000905,STR019,PROD0005,415,59,2025-06-30
INV000906,STR019,PROD0006,177,35,2025-06-30
INV000907,STR019,PROD0007,227,70,2025-06-30
INV000908,STR019,PROD0008,52,38,2025-06-30
INV000909,STR019,PROD0009,179,27,2025-06-30
INV000910,STR019,PROD0010,102,38,2025-06-30
INV000911,STR019,PROD0011,374,43,2025-06-30
INV000912,STR019,PROD0012,66,78,2025-06-30
INV000913,STR019,PROD0013,468,96,2025-06-30
INV000914,STR019,PROD0014,411,77,2025-06-30
INV000915,STR019,PROD0015,260,35,2025-06-30
INV000916,STR019,PROD0016,132,77,2025-06-30
INV000917,STR019,PROD0017,289,92,2025-06-30
INV000918,STR019,PROD0018,81,38,2025-06-30
INV000919,STR019,PROD0019,18,66,2025-06-30
INV000920,STR019,PROD0020,38,75,2025-06-30
INV000921,STR019,PROD0021,41,56,2025-06-30
INV000922,STR019,PROD0022,404,67,2025-06-30
INV000923,STR019,PROD0023,330,55,2025-06-30
INV000924,STR019,PROD0024,459,29,2025-06-30
INV000925,STR019,PROD0025,109,66,2025-06-30
INV000926,STR019,PROD0026,117,96,2025-06-30
INV000927,STR019,PROD0027,256,81,2025-06-30
INV000928,STR019,PROD0028,477,61,2025-06-30
INV000929,STR019,PROD0029,92,81,2025-06-30
INV000930,STR019,PROD0030,145,28,2025-06-30
INV000931,STR019,PROD0031,432,59,2025-06-30
INV000932,STR019,PROD0032,92,75,2025-06-30
INV000933,STR019,PROD0033,451,39,2025-06-30
INV000934,STR019,PROD0034,220,97,2025-06-30
INV000935,STR019,PROD0035,212,22,2025-06-30
INV000936,STR019,PROD0036,334,55,2025-06-30
INV000937,STR019,PROD0037,405,90,2025-06-30
INV000938,STR019,PROD0038,137,44,2025-06-30
INV000939,STR019,PROD0039,199,98,2025-06-30
INV000940,STR019,PROD0040,196,89,2025-06-30
INV000941,STR019,PROD0041,224,40,2025-06-30
INV000942,STR019,PROD0042,447,100,2025-06-30
INV000943,STR019,PROD0043,407,49,2025-06-30
INV000944,STR019,PROD0044,44,76,2025-06-30
INV000945,STR019,PROD0045,230,66,2025-06-30
INV000946,STR019,PROD0046,369,78,2025-06-30
INV000947,STR019,PROD0047,63,92,2025-06-30
INV000948,STR019,PROD0048,488,58,2025-06-30
INV000949,STR019,PROD0049,317,35,2025-06-30
INV000950,STR019,PROD0050,137,46,2025-06-30
INV000951,STR020,PROD0001,99,32,2025-06-30
INV000952,STR020,PROD0002,33,49,2025-06-30
INV000953,STR020,PROD0003,1,99,2025-06-30
INV000954,STR020,PROD0004,172,25,2025-06-30
INV000955,STR020,PROD0005,465,79,2025-06-30
INV000956,STR020,PROD0006,387,32,2025-06-30
INV000957,STR020,PROD0007,282,62,2025-06-30
INV000958,STR020,PROD0008,271,85,2025-06-30
INV000959,STR020,PROD0009,313,85,2025-06-30
INV000960,STR020,PROD0010,474,35,2025-06-30
INV000961,STR020,PROD0011,429,47,2025-06-30
INV000962,STR020,PROD0012,153,97,2025-06-30
INV000963,STR020,PROD0013,408,76,2025-06-30
INV000964,STR020,PROD0014,1,65,2025-06-30
INV000965,STR020,PROD0015,371,99,2025-06-30
INV000966,STR020,PROD0016,321,78,2025-06-30
INV000967,STR020,PROD0017,469,36,2025-06-30
INV000968,STR020,PROD0018,223,23,2025-06-30
INV000969,STR020,PROD0019,424,51,2025-06-30
INV000970,STR020,PROD0020,263,86,2025-06-30
INV000971,STR020,PROD0021,445,79,2025-06-30
INV000972,STR020,PROD0022,412,45,2025-06-30
INV000973,STR020,PROD0023,226,37,2025-06-30
INV000974,STR020,PROD0024,140,46,2025-06-30
INV000975,STR020,PROD0025,467,37,2025-06-30
INV000976,STR020,PROD0026,417,51,2025-06-30
INV000977,STR020,PROD0027,71,39,2025-06-30
INV000978,STR020,PROD0028,493,58,2025-06-30
INV000979,STR020,PROD0029,190,43,2025-06-30
INV000980,STR020,PROD0030,289,69,2025-06-30
INV000981,STR020,PROD0031,439,84,2025-06-30
INV000982,STR020,PROD0032,250,23,2025-06-30
INV000983,STR020,PROD0033,384,91,2025-06-30
INV000984,STR020,PROD0034,62,51,2025-06-30
INV000985,STR020,PROD0035,210,92,2025-06-30
INV000986,STR020,PROD0036,423,30,2025-06-30
INV000987,STR020,PROD0037,228,33,2025-06-30
INV000988,STR020,PROD0038,183,40,2025-06-30
INV000989,STR020,PROD0039,183,78,2025-06-30
INV000990,STR020,PROD0040,117,84,2025-06-30
INV000991,STR020,PROD0041,298,95,2025-06-30
INV000992,STR020,PROD0042,341,82,2025-06-30
INV000993,STR020,PROD0043,91,35,2025-06-30
INV000994,STR020,PROD0044,189,25,2025-06-30
INV000995,STR020,PROD0045,297,25,2025-06-30
INV000996,STR020,PROD0046,196,100,2025-06-30
INV000997,STR020,PROD0047,4,87,2025-06-30
INV000998,STR020,PROD0048,444,36,2025-06-30
INV000999,STR020,PROD0049,4,43,2025-06-30
INV001000,STR020,PROD0050,148,54,2025-06-30
INV001001,STR021,PROD0001,148,62,2025-06-30
INV001002,STR021,PROD0002,307,89,2025-06-30
INV001003,STR021,PROD0003,378,38,2025-06-30
INV001004,STR021,PROD0004,358,51,2025-06-30
INV001005,STR021,PROD0005,412,89,2025-06-30
INV001006,STR021,PROD0006,141,60,2025-06-30
INV001007,STR021,PROD0007,341,69,2025-06-30
INV001008,STR021,PROD0008,369,86,2025-06-30
INV001009,STR021,PROD0009,0,67,2025-06-30
INV001010,STR021,PROD0010,14,97,2025-06-30
INV001011,STR021,PROD0011,388,73,2025-06-30
INV001012,STR021,PROD0012,239,67,2025-06-30
INV001013,STR021,PROD0013,51,96,2025-06-30
INV001014,STR021,PROD0014,269,57,2025-06-30
INV001015,STR021,PROD0015,56,61,2025-06-30
INV001016,STR021,PROD0016,165,24,2025-06-30
INV001017,STR021,PROD0017,467,85,2025-06-30
INV001018,STR021,PROD0018,232,79,2025-06-30
INV001019,STR021,PROD0019,360,56,2025-06-30
INV001020,STR021,PROD0020,205,48,2025-06-30
INV001021,STR021,PROD0021,40,28,2025-06-30
INV001022,STR021,PROD0022,121,23,2025-06-30
INV001023,STR021,PROD0023,5,36,2025-06-30
INV001024,STR021,PROD0024,414,29,2025-06-30
INV001025,STR021,PROD0025,16,82,2025-06-30
INV001026,STR021,PROD0026,366,78,2025-06-30
INV001027,STR021,PROD0027,335,95,2025-06-30
INV001028,STR021,PROD0028,484,59,2025-06-30
INV001029,STR021,PROD0029,469,71,2025-06-30
INV001030,STR021,PROD0030,413,73,2025-06-30
INV001031,STR021,PROD0031,207,75,2025-06-30
INV001032,STR021,PROD0032,342,40,2025-06-30
INV001033,STR021,PROD0033,76,99,2025-06-30
INV001034,STR021,PROD0034,54,92,2025-06-30
INV001035,STR021,PROD0035,102,88,2025-06-30
INV001036,STR021,PROD0036,478,95,2025-06-30
INV001037,STR021,PROD0037,431,31,2025-06-30
INV001038,STR021,PROD0038,316,51,2025-06-30
INV001039,STR021,PROD0039,254,65,2025-06-30
INV001040,STR021,PROD0040,124,48,2025-06-30
INV001041,STR021,PROD0041,365,30,2025-06-30
INV001042,STR021,PROD0042,17,29,2025-06-30
INV001043,STR021,PROD0043,215,48,2025-06-30
INV001044,STR021,PROD0044,379,68,2025-06-30
INV001045,STR021,PROD0045,200,22,2025-06-30
INV001046,STR021,PROD0046,482,51,2025-06-30
INV001047,STR021,PROD0047,166,85,2025-06-30
INV001048,STR021,PROD0048,348,74,2025-06-30
INV001049,STR021,PROD0049,408,36,2025-06-30
INV001050,STR021,PROD0050,79,89,2025-06-30
INV001051,STR022,PROD0001,35,78,2025-06-30
INV001052,STR022,PROD0002,222,99,2025-06-30
INV001053,STR022,PROD0003,119,21,2025-06-30
INV001054,STR022,PROD0004,277,39,2025-06-30
INV001055,STR022,PROD0005,473,33,2025-06-30
INV001056,STR022,PROD0006,58,82,2025-06-30
INV001057,STR022,PROD0007,494,77,2025-06-30
INV001058,STR022,PROD0008,46,30,2025-06-30
INV001059,STR022,PROD0009,307,83,2025-06-30
INV001060,STR022,PROD0010,24,77,2025-06-30
INV001061,STR022,PROD0011,0,54,2025-06-30
INV001062,STR022,PROD0012,385,41,2025-06-30
INV001063,STR022,PROD0013,399,34,2025-06-30
INV001064,STR022,PROD0014,115,97,2025-06-30
INV001065,STR022,PROD0015,383,38,2025-06-30
INV001066,STR022,PROD0016,468,32,2025-06-30
INV001067,STR022,PROD0017,376,86,2025-06-30
INV001068,STR022,PROD0018,434,58,2025-06-30
INV001069,STR022,PROD0019,155,87,2025-06-30
INV001070,STR022,PROD0020,240,49,2025-06-30
INV001071,STR022,PROD0021,122,28,2025-06-30
