Product_ID,Product_Name,Category_ID,Supplier_ID,Brand,Cost_Price,Selling_Price,Weight
PROD0387,Product 387,CAT007,SUP087,Brand12,8669,9169,1.5
PROD0388,Product 388,CAT008,SUP088,Brand13,34953,35453,1.5
PROD0389,Product 389,CAT009,SUP089,Brand14,10050,10550,1.5
PROD0390,Product 390,CAT010,SUP090,Brand0,34408,34908,1.5
PROD0391,Product 391,CAT011,SUP091,Brand1,33559,34059,1.5
PROD0392,Product 392,CAT012,SUP092,Brand2,1325,1825,1.5
PROD0393,Product 393,CAT013,SUP093,Brand3,28944,29444,1.5
PROD0394,Product 394,CAT014,SUP094,Brand4,12100,12600,1.5
PROD0395,Product 395,CAT015,SUP095,Brand5,39982,40482,1.5
PROD0396,Product 396,CAT016,SUP096,Brand6,357,857,1.5
PROD0397,Product 397,CAT017,SUP097,Brand7,9917,10417,1.5
PROD0398,Product 398,CAT018,SUP098,Brand8,11394,11894,1.5
PROD0399,Product 399,CAT019,SUP099,Brand9,9377,9877,1.5
PROD0400,Product 400,CAT020,SUP100,Brand10,31130,31630,1.5
PROD0401,Product 401,CAT001,SUP001,Brand11,40673,41173,1.5
PROD0402,Product 402,CAT002,SUP002,Brand12,47626,48126,1.5
PROD0403,Product 403,CAT003,SUP003,Brand13,7986,8486,1.5
PROD0404,Product 404,CAT004,SUP004,Brand14,36569,37069,1.5
PROD0405,Product 405,CAT005,SUP005,Brand0,4147,4647,1.5
PROD0406,Product 406,CAT006,SUP006,Brand1,21463,21963,1.5
PROD0407,Product 407,CAT007,SUP007,Brand2,44817,45317,1.5
PROD0408,Product 408,CAT008,SUP008,Brand3,34070,34570,1.5
PROD0409,Product 409,CAT009,SUP009,Brand4,34881,35381,1.5
PROD0410,Product 410,CAT010,SUP010,Brand5,36501,37001,1.5
PROD0411,Product 411,CAT011,SUP011,Brand6,31720,32220,1.5
PROD0412,Product 412,CAT012,SUP012,Brand7,7053,7553,1.5
PROD0413,Product 413,CAT013,SUP013,Brand8,36819,37319,1.5
PROD0414,Product 414,CAT014,SUP014,Brand9,3823,4323,1.5
PROD0415,Product 415,CAT015,SUP015,Brand10,16385,16885,1.5
PROD0416,Product 416,CAT016,SUP016,Brand11,12637,13137,1.5
PROD0417,Product 417,CAT017,SUP017,Brand12,18248,18748,1.5
PROD0418,Product 418,CAT018,SUP018,Brand13,2865,3365,1.5
PROD0419,Product 419,CAT019,SUP019,Brand14,6505,7005,1.5
PROD0420,Product 420,CAT020,SUP020,Brand0,33373,33873,1.5
PROD0421,Product 421,CAT001,SUP021,Brand1,29733,30233,1.5
PROD0422,Product 422,CAT002,SUP022,Brand2,36913,37413,1.5
PROD0423,Product 423,CAT003,SUP023,Brand3,1926,2426,1.5
PROD0424,Product 424,CAT004,SUP024,Brand4,49906,50406,1.5
PROD0425,Product 425,CAT005,SUP025,Brand5,4252,4752,1.5
PROD0426,Product 426,CAT006,SUP026,Brand6,29148,29648,1.5
PROD0427,Product 427,CAT007,SUP027,Brand7,21439,21939,1.5
PROD0428,Product 428,CAT008,SUP028,Brand8,40242,40742,1.5
PROD0429,Product 429,CAT009,SUP029,Brand9,33231,33731,1.5
PROD0430,Product 430,CAT010,SUP030,Brand10,39823,40323,1.5
PROD0431,Product 431,CAT011,SUP031,Brand11,33665,34165,1.5
PROD0432,Product 432,CAT012,SUP032,Brand12,13168,13668,1.5
PROD0433,Product 433,CAT013,SUP033,Brand13,45498,45998,1.5
PROD0434,Product 434,CAT014,SUP034,Brand14,18265,18765,1.5
PROD0435,Product 435,CAT015,SUP035,Brand0,29744,30244,1.5
PROD0436,Product 436,CAT016,SUP036,Brand1,33402,33902,1.5
PROD0437,Product 437,CAT017,SUP037,Brand2,35049,35549,1.5
PROD0438,Product 438,CAT018,SUP038,Brand3,31428,31928,1.5
PROD0439,Product 439,CAT019,SUP039,Brand4,33376,33876,1.5
PROD0440,Product 440,CAT020,SUP040,Brand5,16330,16830,1.5
PROD0441,Product 441,CAT001,SUP041,Brand6,45923,46423,1.5
PROD0442,Product 442,CAT002,SUP042,Brand7,34389,34889,1.5
PROD0443,Product 443,CAT003,SUP043,Brand8,17112,17612,1.5
PROD0444,Product 444,CAT004,SUP044,Brand9,36768,37268,1.5
PROD0445,Product 445,CAT005,SUP045,Brand10,13376,13876,1.5
PROD0446,Product 446,CAT006,SUP046,Brand11,29429,29929,1.5
PROD0447,Product 447,CAT007,SUP047,Brand12,9087,9587,1.5
PROD0448,Product 448,CAT008,SUP048,Brand13,27404,27904,1.5
PROD0449,Product 449,CAT009,SUP049,Brand14,8070,8570,1.5
PROD0450,Product 450,CAT010,SUP050,Brand0,25813,26313,1.5
PROD0451,Product 451,CAT011,SUP051,Brand1,29074,29574,1.5
PROD0452,Product 452,CAT012,SUP052,Brand2,20808,21308,1.5
PROD0453,Product 453,CAT013,SUP053,Brand3,4854,5354,1.5
PROD0454,Product 454,CAT014,SUP054,Brand4,44084,44584,1.5
PROD0455,Product 455,CAT015,SUP055,Brand5,15870,16370,1.5
PROD0456,Product 456,CAT016,SUP056,Brand6,28171,28671,1.5
PROD0457,Product 457,CAT017,SUP057,Brand7,4892,5392,1.5
PROD0458,Product 458,CAT018,SUP058,Brand8,14038,14538,1.5
PROD0459,Product 459,CAT019,SUP059,Brand9,43974,44474,1.5
PROD0460,Product 460,CAT020,SUP060,Brand10,19942,20442,1.5
PROD0461,Product 461,CAT001,SUP061,Brand11,8118,8618,1.5
PROD0462,Product 462,CAT002,SUP062,Brand12,10221,10721,1.5
PROD0463,Product 463,CAT003,SUP063,Brand13,47031,47531,1.5
PROD0464,Product 464,CAT004,SUP064,Brand14,42269,42769,1.5
PROD0465,Product 465,CAT005,SUP065,Brand0,43370,43870,1.5
PROD0466,Product 466,CAT006,SUP066,Brand1,24098,24598,1.5
PROD0467,Product 467,CAT007,SUP067,Brand2,9470,9970,1.5
PROD0468,Product 468,CAT008,SUP068,Brand3,16687,17187,1.5
PROD0469,Product 469,CAT009,SUP069,Brand4,9095,9595,1.5
PROD0470,Product 470,CAT010,SUP070,Brand5,30753,31253,1.5
PROD0471,Product 471,CAT011,SUP071,Brand6,14490,14990,1.5
PROD0472,Product 472,CAT012,SUP072,Brand7,49034,49534,1.5
PROD0473,Product 473,CAT013,SUP073,Brand8,6268,6768,1.5
PROD0474,Product 474,CAT014,SUP074,Brand9,26200,26700,1.5
PROD0475,Product 475,CAT015,SUP075,Brand10,32033,32533,1.5
PROD0476,Product 476,CAT016,SUP076,Brand11,10768,11268,1.5
PROD0477,Product 477,CAT017,SUP077,Brand12,43867,44367,1.5
PROD0478,Product 478,CAT018,SUP078,Brand13,14761,15261,1.5
PROD0479,Product 479,CAT019,SUP079,Brand14,10681,11181,1.5
PROD0480,Product 480,CAT020,SUP080,Brand0,46389,46889,1.5
PROD0481,Product 481,CAT001,SUP081,Brand1,28380,28880,1.5
PROD0482,Product 482,CAT002,SUP082,Brand2,33890,34390,1.5
PROD0483,Product 483,CAT003,SUP083,Brand3,26564,27064,1.5
PROD0484,Product 484,CAT004,SUP084,Brand4,22324,22824,1.5
PROD0485,Product 485,CAT005,SUP085,Brand5,27708,28208,1.5
PROD0486,Product 486,CAT006,SUP086,Brand6,12928,13428,1.5
PROD0487,Product 487,CAT007,SUP087,Brand7,23471,23971,1.5
PROD0488,Product 488,CAT008,SUP088,Brand8,20974,21474,1.5
PROD0489,Product 489,CAT009,SUP089,Brand9,6142,6642,1.5
PROD0490,Product 490,CAT010,SUP090,Brand10,47426,47926,1.5
PROD0491,Product 491,CAT011,SUP091,Brand11,24083,24583,1.5
PROD0492,Product 492,CAT012,SUP092,Brand12,1376,1876,1.5
PROD0493,Product 493,CAT013,SUP093,Brand13,22249,22749,1.5
PROD0494,Product 494,CAT014,SUP094,Brand14,36410,36910,1.5
PROD0495,Product 495,CAT015,SUP095,Brand0,30159,30659,1.5
PROD0496,Product 496,CAT016,SUP096,Brand1,28965,29465,1.5
PROD0497,Product 497,CAT017,SUP097,Brand2,46181,46681,1.5
PROD0498,Product 498,CAT018,SUP098,Brand3,1285,1785,1.5
PROD0499,Product 499,CAT019,SUP099,Brand4,25288,25788,1.5
PROD0500,Product 500,CAT020,SUP100,Brand5,21825,22325,1.5
